,date,currency,value
773,28/01/2024,ZAR,20.410947
774,29/01/2024,ZAR,20.392892
775,30/01/2024,ZAR,20.371886
776,31/01/2024,ZAR,20.372982
777,01/02/2024,ZAR,20.176423
778,02/02/2024,ZAR,20.207918
779,03/02/2024,ZAR,20.426197
780,04/02/2024,ZAR,20.426197
781,05/02/2024,ZAR,20.38565
782,06/02/2024,ZAR,20.496323
783,07/02/2024,ZAR,20.254455
784,08/02/2024,ZAR,20.376297
785,09/02/2024,ZAR,20.435251
786,10/02/2024,ZAR,20.635121
787,11/02/2024,ZAR,20.470932
788,12/02/2024,ZAR,20.513003
789,13/02/2024,ZAR,20.382763
790,14/02/2024,ZAR,20.488208
791,15/02/2024,ZAR,20.445142
792,16/02/2024,ZAR,20.408328
793,17/02/2024,ZAR,20.375925
794,18/02/2024,ZAR,20.375925
795,19/02/2024,ZAR,20.355435
796,20/02/2024,ZAR,20.425784
797,21/02/2024,ZAR,20.453268
798,22/02/2024,ZAR,20.461763
799,23/02/2024,ZAR,20.749292
800,24/02/2024,ZAR,20.863476
801,25/02/2024,ZAR,20.863476
802,26/02/2024,ZAR,20.884211
803,27/02/2024,ZAR,20.940828
804,28/02/2024,ZAR,20.697593
805,29/02/2024,ZAR,20.882711
806,01/03/2024,ZAR,20.727038
807,02/03/2024,ZAR,20.683545
808,03/03/2024,ZAR,20.683545
809,04/03/2024,ZAR,20.706429
810,05/03/2024,ZAR,20.687587
811,06/03/2024,ZAR,20.605452
812,07/03/2024,ZAR,20.509848
813,08/03/2024,ZAR,20.46371
814,09/03/2024,ZAR,20.441328
815,10/03/2024,ZAR,20.441328
816,11/03/2024,ZAR,20.565257
817,12/03/2024,ZAR,20.403802
818,13/03/2024,ZAR,20.407742
819,14/03/2024,ZAR,20.332356
820,15/03/2024,ZAR,20.404023
821,16/03/2024,ZAR,20.462331
822,17/03/2024,ZAR,20.462331
823,18/03/2024,ZAR,20.424892
824,19/03/2024,ZAR,20.616943
825,20/03/2024,ZAR,20.561726
826,21/03/2024,ZAR,20.468025
827,22/03/2024,ZAR,20.459767
828,23/03/2024,ZAR,20.704112
829,24/03/2024,ZAR,20.704112
830,25/03/2024,ZAR,20.529967
831,26/03/2024,ZAR,20.476984
832,27/03/2024,ZAR,20.558414
833,28/03/2024,ZAR,20.476655
834,29/03/2024,ZAR,20.431332
835,30/03/2024,ZAR,20.101779
836,31/03/2024,ZAR,20.101779
837,01/04/2024,ZAR,20.359924
838,02/04/2024,ZAR,20.342083
839,03/04/2024,ZAR,20.216307
840,04/04/2024,ZAR,20.239911
841,05/04/2024,ZAR,20.269463
842,06/04/2024,ZAR,20.317451
843,07/04/2024,ZAR,20.317451
844,08/04/2024,ZAR,20.261556
845,09/04/2024,ZAR,20.254374
846,10/04/2024,ZAR,20.036581
847,11/04/2024,ZAR,20.182284
848,12/04/2024,ZAR,20.08577
849,13/04/2024,ZAR,20.082465
850,14/04/2024,ZAR,20.082465
851,15/04/2024,ZAR,20.062591
852,16/04/2024,ZAR,20.172327
853,17/04/2024,ZAR,20.220723
854,18/04/2024,ZAR,20.260244
855,19/04/2024,ZAR,20.377524
856,20/04/2024,ZAR,20.581052
857,21/04/2024,ZAR,20.581052
858,22/04/2024,ZAR,20.406471
859,23/04/2024,ZAR,20.446234
860,24/04/2024,ZAR,20.459382
861,25/04/2024,ZAR,20.581437
862,26/04/2024,ZAR,20.417398
863,27/04/2024,ZAR,20.077746
864,28/04/2024,ZAR,20.099654
865,29/04/2024,ZAR,20.138683
866,30/04/2024,ZAR,19.962403
867,01/05/2024,ZAR,20.028533
868,02/05/2024,ZAR,19.883669
869,03/05/2024,ZAR,19.900659
870,04/05/2024,ZAR,19.937555
871,05/05/2024,ZAR,19.93759
872,06/05/2024,ZAR,19.936849
873,07/05/2024,ZAR,19.908995
874,08/05/2024,ZAR,19.901973
875,09/05/2024,ZAR,19.958771
876,10/05/2024,ZAR,19.908333
877,11/05/2024,ZAR,20.059912
878,12/05/2024,ZAR,20.015723
879,13/05/2024,ZAR,19.852741
880,14/05/2024,ZAR,19.804103
881,15/05/2024,ZAR,19.892271
882,16/05/2024,ZAR,19.887826
883,17/05/2024,ZAR,19.751923
884,18/05/2024,ZAR,19.971482
885,19/05/2024,ZAR,19.968601
886,20/05/2024,ZAR,19.752536
887,21/05/2024,ZAR,19.728268
888,22/05/2024,ZAR,19.619854
889,23/05/2024,ZAR,19.805908
890,24/05/2024,ZAR,19.96952
891,25/05/2024,ZAR,19.905077
892,26/05/2024,ZAR,19.993978
893,27/05/2024,ZAR,19.979404
894,28/05/2024,ZAR,19.96475
895,29/05/2024,ZAR,19.828457
896,30/05/2024,ZAR,19.928316
897,31/05/2024,ZAR,20.275583
898,01/06/2024,ZAR,20.405197
899,02/06/2024,ZAR,20.405229
900,03/06/2024,ZAR,20.378511
901,04/06/2024,ZAR,20.21572
902,05/06/2024,ZAR,20.36993
903,06/06/2024,ZAR,20.590408
904,07/06/2024,ZAR,20.644609
905,08/06/2024,ZAR,20.459738
906,09/06/2024,ZAR,20.458096
907,10/06/2024,ZAR,20.375022
908,11/06/2024,ZAR,20.165689
909,12/06/2024,ZAR,19.930303
910,13/06/2024,ZAR,19.87485
911,14/06/2024,ZAR,19.815558
912,15/06/2024,ZAR,19.674327
913,16/06/2024,ZAR,19.674334
914,17/06/2024,ZAR,19.651009
915,18/06/2024,ZAR,19.585536
916,19/06/2024,ZAR,19.370892
917,20/06/2024,ZAR,19.270123
918,21/06/2024,ZAR,19.240128
919,22/06/2024,ZAR,19.228207
920,23/06/2024,ZAR,19.228207
921,24/06/2024,ZAR,19.241968
922,25/06/2024,ZAR,19.432811
923,26/06/2024,ZAR,19.545475
924,27/06/2024,ZAR,19.413244
925,28/06/2024,ZAR,19.766568
926,29/06/2024,ZAR,19.159026
927,30/06/2024,ZAR,19.509456
928,01/07/2024,ZAR,19.378939
929,02/07/2024,ZAR,19.737232
930,03/07/2024,ZAR,19.992394
931,04/07/2024,ZAR,19.884731
932,05/07/2024,ZAR,19.749978
933,06/07/2024,ZAR,19.727663
934,07/07/2024,ZAR,19.727706
935,08/07/2024,ZAR,19.661958
936,09/07/2024,ZAR,19.605051
937,10/07/2024,ZAR,19.635423
938,11/07/2024,ZAR,19.613161
939,12/07/2024,ZAR,19.560848
940,13/07/2024,ZAR,19.606803
941,14/07/2024,ZAR,19.606716
942,15/07/2024,ZAR,19.601162
943,16/07/2024,ZAR,19.852097
944,17/07/2024,ZAR,19.669992
945,18/07/2024,ZAR,19.909425
946,19/07/2024,ZAR,19.90539
947,20/07/2024,ZAR,19.907349
948,21/07/2024,ZAR,19.907349
949,22/07/2024,ZAR,19.842396
950,23/07/2024,ZAR,19.868875
951,24/07/2024,ZAR,19.979624
952,25/07/2024,ZAR,19.893946
953,26/07/2024,ZAR,19.922725
954,27/07/2024,ZAR,19.880724
955,28/07/2024,ZAR,19.880724
956,29/07/2024,ZAR,19.842204
957,30/07/2024,ZAR,19.939957
958,31/07/2024,ZAR,19.815142
959,01/08/2024,ZAR,19.719952
960,02/08/2024,ZAR,19.728835
961,03/08/2024,ZAR,19.972658
962,04/08/2024,ZAR,19.960637
963,05/08/2024,ZAR,20.024606
964,06/08/2024,ZAR,20.228106
965,07/08/2024,ZAR,20.209732
966,08/08/2024,ZAR,20.106093
967,09/08/2024,ZAR,20.035474
