,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
167017,1989-11-04,18.0,Call It Love,Poco,19.0,18.0,11;
167018,1989-11-04,19.0,It's No Crime,Babyface,7.0,7.0,13;
167019,1989-11-04,20.0,Back To Life,Soul II Soul,25.0,20.0,7;
167020,1989-11-04,21.0,We Didn't Start The Fire,Billy Joel,28.0,21.0,4;
167021,1989-11-04,22.0,Love Song,The Cure,11.0,2.0,13;
167022,1989-11-04,23.0,When I Looked At Him,Expose,12.0,10.0,12;
167023,1989-11-04,24.0,Get On Your Feet,Gloria Estefan,29.0,24.0,6;
167024,1989-11-04,25.0,Sunshine,Dino,30.0,25.0,9;
167025,1989-11-04,26.0,Don't Close Your Eyes,KIX,32.0,26.0,9;
167026,1989-11-04,27.0,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),35.0,27.0,6;
167027,1989-11-04,28.0,Don't Shut Me Out,Kevin Paige,31.0,28.0,12;
167028,1989-11-04,29.0,Me So Horny,The 2 Live Crew,34.0,29.0,9;
167029,1989-11-04,30.0,Leave A Light On,Belinda Carlisle,36.0,30.0,6;
167030,1989-11-04,31.0,Girl I'm Gonna Miss You,Milli Vanilli,21.0,1.0,14;
167031,1989-11-04,32.0,Living In Sin,Bon Jovi,39.0,32.0,5;
167032,1989-11-04,33.0,Sugar Daddy,Thompson Twins,37.0,33.0,7;
167033,1989-11-04,34.0,Mixed Emotions,The Rolling Stones,18.0,5.0,10;
167034,1989-11-04,35.0,With Every Beat Of My Heart,Taylor Dayne,46.0,35.0,3;
167035,1989-11-04,36.0,Heaven,Warrant,26.0,2.0,16;
167036,1989-11-04,37.0,If I Could Turn Back Time,Cher,27.0,3.0,18;
167037,1989-11-04,38.0,Cherish,Madonna,23.0,2.0,12;
167038,1989-11-04,39.0,Don't Make Me Over,Sybil,48.0,39.0,7;
167039,1989-11-04,40.0,Don't Ask Me Why,Eurythmics,47.0,40.0,6;
167040,1989-11-04,41.0,The Way To Your Heart,Soulsister,44.0,41.0,7;
167041,1989-11-04,42.0,The Last Worthless Evening,Don Henley,50.0,42.0,5;
167042,1989-11-04,43.0,Another Day In Paradise,Phil Collins,,43.0,1;
167043,1989-11-04,44.0,Glamour Boys,Living Colour,33.0,31.0,11;
167044,1989-11-04,45.0,Licence To Chill,Billy Ocean,51.0,45.0,5;
167045,1989-11-04,46.0,Love Song,Tesla,52.0,46.0,6;
167046,1989-11-04,47.0,Pump Up The Jam,Technotronic Featuring Felly,58.0,47.0,4;
167047,1989-11-04,48.0,My Heart Skips A Beat,The Cover Girls,38.0,38.0,9;
167048,1989-11-04,49.0,Talk To Myself,Christopher Williams,49.0,49.0,9;
167049,1989-11-04,50.0,The Angel Song,Great White,55.0,50.0,6;
167050,1989-11-04,51.0,Just Like Jesse James,Cher,61.0,51.0,3;
167051,1989-11-04,52.0,(You're My One And Only) True Love,Seduction,45.0,23.0,18;
167052,1989-11-04,53.0,It's Not Enough,Starship,41.0,12.0,14;
167053,1989-11-04,54.0,Everything,Jody Watley,64.0,54.0,4;
167054,1989-11-04,55.0,Just Between You And Me,Lou Gramm,83.0,55.0,2;
167055,1989-11-04,56.0,18 And Life,Skid Row,42.0,4.0,18;
167056,1989-11-04,57.0,What About Me,Moving Pictures,54.0,46.0,13;
167057,1989-11-04,58.0,I Live By The Groove,Paul Carrack,70.0,58.0,2;
167058,1989-11-04,59.0,The Arms Of Orion,Prince With Sheena Easton,75.0,59.0,3;
167059,1989-11-04,60.0,Baby Come To Me,Regina Belle,63.0,60.0,4;
167060,1989-11-04,61.0,Let Go,Sharon Bryant,43.0,34.0,12;
167061,1989-11-04,62.0,Girl I Am Searching For You,Stevie B,62.0,62.0,5;
167062,1989-11-04,63.0,Sold Me Down The River,The Alarm,66.0,63.0,5;
167063,1989-11-04,64.0,I'm A Believer,Giant,65.0,64.0,6;
167064,1989-11-04,65.0,Radar Love,White Lion,59.0,59.0,7;
167065,1989-11-04,66.0,Cold Hearted,Paula Abdul,53.0,1.0,20;
167066,1989-11-04,67.0,I Feel The Earth Move,Martika,40.0,25.0,10;
167067,1989-11-04,68.0,Right Here Waiting,Richard Marx,56.0,1.0,18;
167068,1989-11-04,69.0,How Am I Supposed To Live Without You,Michael Bolton,89.0,69.0,2;
167069,1989-11-04,70.0,I Want You,Shana,71.0,70.0,5;
167070,1989-11-04,71.0,Angel Eyes,The Jeff Healey Band,57.0,5.0,21;
167071,1989-11-04,72.0,Free Fallin',Tom Petty,,72.0,1;
167072,1989-11-04,73.0,I Love The Bass,Bardeux,68.0,68.0,8;
167073,1989-11-04,74.0,Swing The Mood,Jive Bunny & The Mastermixers,91.0,74.0,2;
167074,1989-11-04,75.0,When The Night Comes,Joe Cocker,85.0,75.0,2;
167075,1989-11-04,76.0,New Thing,Enuff Z'Nuff,77.0,76.0,3;
167076,1989-11-04,77.0,French Kiss,Lil Louis,78.0,77.0,3;
167077,1989-11-04,78.0,If You Leave Me Now,Jaya,80.0,78.0,4;
167078,1989-11-04,79.0,Rock And A Hard Place,The Rolling Stones,,79.0,1;
167079,1989-11-04,80.0,Heat Of The Moment,After 7,86.0,80.0,3;
167080,1989-11-04,81.0,Hold On,Donny Osmond,73.0,73.0,6;
167081,1989-11-04,82.0,Was It Nothing At All,Michael Damian,88.0,82.0,2;
167082,1989-11-04,83.0,Fool For Your Loving,Whitesnake,,53.0,9;
167083,1989-11-04,84.0,Don't Wanna Lose You,Gloria Estefan,60.0,1.0,18;
167084,1989-11-04,85.0,Realistic,Shirley Lewis,98.0,85.0,2;
167085,"1989-11-04,86,""If You Asked Me To (From """"Licence To Kill"""")"",Patti LaBelle,79,79,5;",,,,,,
167086,1989-11-04,87.0,The Same Love,The Jets,90.0,87.0,3;
167087,1989-11-04,88.0,Touch Me Tonight,Shooting Star,,88.0,1;
167088,1989-11-04,89.0,Once Bitten Twice Shy,Great White,81.0,5.0,26;
167089,1989-11-04,90.0,Crossroads,Tracy Chapman,95.0,90.0,2;
167090,1989-11-04,91.0,Hangin' Tough,New Kids On The Block,82.0,1.0,17;
167091,1989-11-04,92.0,I Think I Can Beat Mike Tyson,D.J. Jazzy Jeff & The Fresh Prince,,92.0,1;
167092,1989-11-04,93.0,Bring It All Back,Grayson Hugh,99.0,93.0,2;
167093,1989-11-04,94.0,Keep On Movin',Soul II Soul (Featuring Caron Wheeler),72.0,11.0,20;
167094,1989-11-04,95.0,No Souvenirs,Melissa Etheridge,,95.0,1;
167095,1989-11-04,96.0,Big Talk,Warrant,,96.0,1;
167096,1989-11-04,97.0,You Are My Everything,Surface,,97.0,1;
167097,1989-11-04,98.0,Name And Number,Big Noise,,98.0,1;
167098,1989-11-04,99.0,Shower Me With Your Love,Surface,67.0,5.0,19;
167099,1989-11-04,100.0,What I Like About You,Michael Morales,69.0,28.0,13;
167100,1989-10-28,1.0,Miss You Much,Janet Jackson,1.0,1.0,9;
167101,1989-10-28,2.0,Sowing The Seeds Of Love,Tears For Fears,3.0,2.0,9;
167102,1989-10-28,3.0,Listen To Your Heart,Roxette,4.0,3.0,10;
167103,1989-10-28,4.0,Cover Girl,New Kids On The Block,6.0,4.0,7;
167104,1989-10-28,5.0,Love In An Elevator,Aerosmith,7.0,5.0,9;
167105,1989-10-28,6.0,Dr. Feelgood,Motley Crue,11.0,6.0,9;
167106,1989-10-28,7.0,It's No Crime,Babyface,8.0,7.0,12;
167107,1989-10-28,8.0,Bust A Move,Young M.C.,9.0,7.0,14;
167108,1989-10-28,9.0,When I See You Smile,Bad English,15.0,9.0,7;
167109,1989-10-28,10.0,Rock Wit'cha,Bobby Brown,13.0,10.0,10;
167110,1989-10-28,11.0,Love Song,The Cure,2.0,2.0,12;
167111,1989-10-28,12.0,When I Looked At Him,Expose,10.0,10.0,11;
167112,1989-10-28,13.0,Healing Hands,Elton John,16.0,13.0,10;
167113,1989-10-28,14.0,Didn't I (Blow Your Mind),New Kids On The Block,20.0,14.0,7;
167114,1989-10-28,15.0,Love Shack,The B-52s,21.0,15.0,9;
167115,1989-10-28,16.0,(It's Just) The Way That You Love Me,Paula Abdul,22.0,16.0,11;
167116,1989-10-28,17.0,The Best,Tina Turner,19.0,17.0,9;
167117,1989-10-28,18.0,Mixed Emotions,The Rolling Stones,5.0,5.0,9;
167118,1989-10-28,19.0,Call It Love,Poco,23.0,19.0,10;
167119,1989-10-28,20.0,Blame It On The Rain,Milli Vanilli,29.0,20.0,4;
167120,1989-10-28,21.0,Girl I'm Gonna Miss You,Milli Vanilli,14.0,1.0,13;
167121,1989-10-28,22.0,Angelia,Richard Marx,26.0,22.0,4;
167122,1989-10-28,23.0,Cherish,Madonna,12.0,2.0,11;
167123,1989-10-28,24.0,Poison,Alice Cooper,27.0,24.0,6;
167124,1989-10-28,25.0,Back To Life,Soul II Soul,28.0,25.0,6;
167125,1989-10-28,26.0,Heaven,Warrant,17.0,2.0,15;
167126,1989-10-28,27.0,If I Could Turn Back Time,Cher,18.0,3.0,17;
167127,1989-10-28,28.0,We Didn't Start The Fire,Billy Joel,40.0,28.0,3;
167128,1989-10-28,29.0,Get On Your Feet,Gloria Estefan,35.0,29.0,5;
167129,1989-10-28,30.0,Sunshine,Dino,32.0,30.0,8;
167130,1989-10-28,31.0,Don't Shut Me Out,Kevin Paige,33.0,31.0,11;
167131,1989-10-28,32.0,Don't Close Your Eyes,KIX,38.0,32.0,8;
167132,1989-10-28,33.0,Glamour Boys,Living Colour,31.0,31.0,10;
167133,1989-10-28,34.0,Me So Horny,The 2 Live Crew,37.0,34.0,8;
167134,1989-10-28,35.0,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),42.0,35.0,5;
167135,1989-10-28,36.0,Leave A Light On,Belinda Carlisle,46.0,36.0,5;
167136,1989-10-28,37.0,Sugar Daddy,Thompson Twins,41.0,37.0,6;
167137,1989-10-28,38.0,My Heart Skips A Beat,The Cover Girls,39.0,38.0,8;
167138,1989-10-28,39.0,Living In Sin,Bon Jovi,47.0,39.0,4;
167139,1989-10-28,40.0,I Feel The Earth Move,Martika,25.0,25.0,9;
167140,1989-10-28,41.0,It's Not Enough,Starship,24.0,12.0,13;
167141,1989-10-28,42.0,18 And Life,Skid Row,30.0,4.0,17;
167142,1989-10-28,43.0,Let Go,Sharon Bryant,34.0,34.0,11;
167143,1989-10-28,44.0,The Way To Your Heart,Soulsister,50.0,44.0,6;
167144,1989-10-28,45.0,(You're My One And Only) True Love,Seduction,36.0,23.0,17;
167145,1989-10-28,46.0,With Every Beat Of My Heart,Taylor Dayne,61.0,46.0,2;
167146,1989-10-28,47.0,Don't Ask Me Why,Eurythmics,56.0,47.0,5;
167147,1989-10-28,48.0,Don't Make Me Over,Sybil,53.0,48.0,6;
167148,1989-10-28,49.0,Talk To Myself,Christopher Williams,52.0,49.0,8;
167149,1989-10-28,50.0,The Last Worthless Evening,Don Henley,59.0,50.0,4;
167150,1989-10-28,51.0,Licence To Chill,Billy Ocean,58.0,51.0,4;
167151,1989-10-28,52.0,Love Song,Tesla,62.0,52.0,5;
167152,1989-10-28,53.0,Cold Hearted,Paula Abdul,45.0,1.0,19;
167153,1989-10-28,54.0,What About Me,Moving Pictures,55.0,46.0,12;
167154,1989-10-28,55.0,The Angel Song,Great White,63.0,55.0,5;
167155,1989-10-28,56.0,Right Here Waiting,Richard Marx,54.0,1.0,17;
167156,1989-10-28,57.0,Angel Eyes,The Jeff Healey Band,49.0,5.0,20;
167157,1989-10-28,58.0,Pump Up The Jam,Technotronic Featuring Felly,81.0,58.0,3;
167158,1989-10-28,59.0,Radar Love,White Lion,64.0,59.0,6;
167159,1989-10-28,60.0,Don't Wanna Lose You,Gloria Estefan,48.0,1.0,17;
167160,1989-10-28,61.0,Just Like Jesse James,Cher,90.0,61.0,2;
167161,1989-10-28,62.0,Girl I Am Searching For You,Stevie B,73.0,62.0,4;
167162,1989-10-28,63.0,Baby Come To Me,Regina Belle,77.0,63.0,3;
167163,1989-10-28,64.0,Everything,Jody Watley,80.0,64.0,3;
167164,1989-10-28,65.0,I'm A Believer,Giant,75.0,65.0,5;
167165,1989-10-28,66.0,Sold Me Down The River,The Alarm,78.0,66.0,4;
167166,1989-10-28,67.0,Shower Me With Your Love,Surface,57.0,5.0,18;
167167,1989-10-28,68.0,I Love The Bass,Bardeux,68.0,68.0,7;
167168,1989-10-28,69.0,What I Like About You,Michael Morales,44.0,28.0,12;
167169,1989-10-28,70.0,I Live By The Groove,Paul Carrack,,70.0,1;
167170,1989-10-28,71.0,I Want You,Shana,83.0,71.0,4;
167171,1989-10-28,72.0,Keep On Movin',Soul II Soul (Featuring Caron Wheeler),65.0,11.0,19;
167172,1989-10-28,73.0,Hold On,Donny Osmond,76.0,73.0,5;
167173,1989-10-28,74.0,Don't Look Back,Fine Young Cannibals,43.0,11.0,12;
167174,1989-10-28,75.0,The Arms Of Orion,Prince With Sheena Easton,91.0,75.0,2;
167175,1989-10-28,76.0,Partyman,Prince,51.0,18.0,10;
167176,1989-10-28,77.0,New Thing,Enuff Z'Nuff,93.0,77.0,2;
167177,1989-10-28,78.0,French Kiss,Lil Louis,96.0,78.0,2;
167178,"1989-10-28,79,""If You Asked Me To (From """"Licence To Kill"""")"",Patti LaBelle,79,79,4;",,,,,,
167179,1989-10-28,80.0,If You Leave Me Now,Jaya,87.0,80.0,3;
167180,1989-10-28,81.0,Once Bitten Twice Shy,Great White,72.0,5.0,25;
167181,1989-10-28,82.0,Hangin' Tough,New Kids On The Block,67.0,1.0,16;
167182,1989-10-28,83.0,Just Between You And Me,Lou Gramm,,83.0,1;
167183,"1989-10-28,84,""My Fantasy (From """"Do The Right Thing"""")"",Teddy Riley Featuring Guy,71,62,6;",,,,,,
167184,1989-10-28,85.0,When The Night Comes,Joe Cocker,,85.0,1;
167185,1989-10-28,86.0,Heat Of The Moment,After 7,86.0,86.0,2;
167186,1989-10-28,87.0,I Like It,Dino,70.0,7.0,25;
167187,1989-10-28,88.0,Was It Nothing At All,Michael Damian,,88.0,1;
167188,1989-10-28,89.0,How Am I Supposed To Live Without You,Michael Bolton,,89.0,1;
167189,1989-10-28,90.0,The Same Love,The Jets,92.0,90.0,2;
167190,1989-10-28,91.0,Swing The Mood,Jive Bunny & The Mastermixers,,91.0,1;
167191,1989-10-28,92.0,One,Bee Gees,60.0,7.0,14;
167192,1989-10-28,93.0,We Could Be Together,Debbie Gibson,82.0,71.0,6;
167193,1989-10-28,94.0,Congratulations,Vesta,66.0,55.0,8;
167194,1989-10-28,95.0,Crossroads,Tracy Chapman,,95.0,1;
167195,1989-10-28,96.0,Hungry,Winger,89.0,85.0,6;
167196,1989-10-28,97.0,Runnin' Down A Dream,Tom Petty,69.0,23.0,14;
167197,1989-10-28,98.0,Realistic,Shirley Lewis,,98.0,1;
167198,1989-10-28,99.0,Bring It All Back,Grayson Hugh,,99.0,1;
167199,1989-10-28,100.0,Touch The Fire,Icehouse,84.0,84.0,4;
167200,1989-10-21,1.0,Miss You Much,Janet Jackson,1.0,1.0,8;
167201,1989-10-21,2.0,Love Song,The Cure,4.0,2.0,11;
167202,1989-10-21,3.0,Sowing The Seeds Of Love,Tears For Fears,6.0,3.0,8;
167203,1989-10-21,4.0,Listen To Your Heart,Roxette,9.0,4.0,9;
167204,1989-10-21,5.0,Mixed Emotions,The Rolling Stones,5.0,5.0,8;
167205,1989-10-21,6.0,Cover Girl,New Kids On The Block,15.0,6.0,6;
167206,1989-10-21,7.0,Love In An Elevator,Aerosmith,11.0,7.0,8;
167207,1989-10-21,8.0,It's No Crime,Babyface,10.0,8.0,11;
167208,1989-10-21,9.0,Bust A Move,Young M.C.,7.0,7.0,13;
167209,1989-10-21,10.0,When I Looked At Him,Expose,13.0,10.0,10;
167210,1989-10-21,11.0,Dr. Feelgood,Motley Crue,14.0,11.0,8;
167211,1989-10-21,12.0,Cherish,Madonna,2.0,2.0,10;
167212,1989-10-21,13.0,Rock Wit'cha,Bobby Brown,17.0,13.0,9;
167213,1989-10-21,14.0,Girl I'm Gonna Miss You,Milli Vanilli,3.0,1.0,12;
167214,1989-10-21,15.0,When I See You Smile,Bad English,22.0,15.0,6;
167215,1989-10-21,16.0,Healing Hands,Elton John,18.0,16.0,9;
167216,1989-10-21,17.0,Heaven,Warrant,8.0,2.0,14;
167217,1989-10-21,18.0,If I Could Turn Back Time,Cher,12.0,3.0,16;
167218,1989-10-21,19.0,The Best,Tina Turner,21.0,19.0,8;
167219,1989-10-21,20.0,Didn't I (Blow Your Mind),New Kids On The Block,25.0,20.0,6;
167220,1989-10-21,21.0,Love Shack,The B-52s,26.0,21.0,8;
167221,1989-10-21,22.0,(It's Just) The Way That You Love Me,Paula Abdul,29.0,22.0,10;
167222,1989-10-21,23.0,Call It Love,Poco,27.0,23.0,9;
167223,1989-10-21,24.0,It's Not Enough,Starship,16.0,12.0,12;
167224,1989-10-21,25.0,I Feel The Earth Move,Martika,30.0,25.0,8;
167225,1989-10-21,26.0,Angelia,Richard Marx,41.0,26.0,3;
167226,1989-10-21,27.0,Poison,Alice Cooper,35.0,27.0,5;
167227,1989-10-21,28.0,Back To Life,Soul II Soul,38.0,28.0,5;
167228,1989-10-21,29.0,Blame It On The Rain,Milli Vanilli,46.0,29.0,3;
167229,1989-10-21,30.0,18 And Life,Skid Row,19.0,4.0,16;
167230,1989-10-21,31.0,Glamour Boys,Living Colour,33.0,31.0,9;
167231,1989-10-21,32.0,Sunshine,Dino,40.0,32.0,7;
167232,1989-10-21,33.0,Don't Shut Me Out,Kevin Paige,37.0,33.0,10;
167233,1989-10-21,34.0,Let Go,Sharon Bryant,34.0,34.0,10;
167234,1989-10-21,35.0,Get On Your Feet,Gloria Estefan,42.0,35.0,4;
167235,1989-10-21,36.0,(You're My One And Only) True Love,Seduction,24.0,23.0,16;
167236,1989-10-21,37.0,Me So Horny,The 2 Live Crew,48.0,37.0,7;
167237,1989-10-21,38.0,Don't Close Your Eyes,KIX,49.0,38.0,7;
167238,1989-10-21,39.0,My Heart Skips A Beat,The Cover Girls,45.0,39.0,7;
167239,1989-10-21,40.0,We Didn't Start The Fire,Billy Joel,58.0,40.0,2;
167240,1989-10-21,41.0,Sugar Daddy,Thompson Twins,51.0,41.0,5;
167241,1989-10-21,42.0,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),53.0,42.0,4;
167242,1989-10-21,43.0,Don't Look Back,Fine Young Cannibals,20.0,11.0,11;
167243,1989-10-21,44.0,What I Like About You,Michael Morales,28.0,28.0,11;
167244,1989-10-21,45.0,Cold Hearted,Paula Abdul,31.0,1.0,18;
167245,1989-10-21,46.0,Leave A Light On,Belinda Carlisle,60.0,46.0,4;
167246,1989-10-21,47.0,Living In Sin,Bon Jovi,61.0,47.0,3;
167247,1989-10-21,48.0,Don't Wanna Lose You,Gloria Estefan,32.0,1.0,16;
167248,1989-10-21,49.0,Angel Eyes,The Jeff Healey Band,36.0,5.0,19;
167249,1989-10-21,50.0,The Way To Your Heart,Soulsister,55.0,50.0,5;
167250,1989-10-21,51.0,Partyman,Prince,23.0,18.0,9;
167251,1989-10-21,52.0,Talk To Myself,Christopher Williams,56.0,52.0,7;
167252,1989-10-21,53.0,Don't Make Me Over,Sybil,59.0,53.0,5;
167253,1989-10-21,54.0,Right Here Waiting,Richard Marx,43.0,1.0,16;
167254,1989-10-21,55.0,What About Me,Moving Pictures,52.0,46.0,11;
167255,1989-10-21,56.0,Don't Ask Me Why,Eurythmics,64.0,56.0,4;
167256,1989-10-21,57.0,Shower Me With Your Love,Surface,44.0,5.0,17;
167257,1989-10-21,58.0,Licence To Chill,Billy Ocean,66.0,58.0,3;
167258,1989-10-21,59.0,The Last Worthless Evening,Don Henley,70.0,59.0,3;
167259,1989-10-21,60.0,One,Bee Gees,39.0,7.0,13;
167260,1989-10-21,61.0,With Every Beat Of My Heart,Taylor Dayne,,61.0,1;
167261,1989-10-21,62.0,Love Song,Tesla,68.0,62.0,4;
167262,1989-10-21,63.0,The Angel Song,Great White,69.0,63.0,4;
167263,1989-10-21,64.0,Radar Love,White Lion,73.0,64.0,5;
167264,1989-10-21,65.0,Keep On Movin',Soul II Soul (Featuring Caron Wheeler),54.0,11.0,18;
167265,1989-10-21,66.0,Congratulations,Vesta,62.0,55.0,7;
167266,1989-10-21,67.0,Hangin' Tough,New Kids On The Block,47.0,1.0,15;
167267,1989-10-21,68.0,I Love The Bass,Bardeux,71.0,68.0,6;
167268,1989-10-21,69.0,Runnin' Down A Dream,Tom Petty,57.0,23.0,13;
167269,1989-10-21,70.0,I Like It,Dino,63.0,7.0,24;
167270,"1989-10-21,71,""My Fantasy (From """"Do The Right Thing"""")"",Teddy Riley Featuring Guy,65,62,5;",,,,,,
167271,1989-10-21,72.0,Once Bitten Twice Shy,Great White,67.0,5.0,24;
167272,1989-10-21,73.0,Girl I Am Searching For You,Stevie B,77.0,73.0,3;
167273,1989-10-21,74.0,Kisses On The Wind,Neneh Cherry,50.0,8.0,14;
167274,1989-10-21,75.0,I'm A Believer,Giant,78.0,75.0,4;
167275,1989-10-21,76.0,Hold On,Donny Osmond,76.0,76.0,4;
167276,1989-10-21,77.0,Baby Come To Me,Regina Belle,80.0,77.0,2;
167277,1989-10-21,78.0,Sold Me Down The River,The Alarm,83.0,78.0,3;
167278,"1989-10-21,79,""If You Asked Me To (From """"Licence To Kill"""")"",Patti LaBelle,82,79,3;",,,,,,
167279,1989-10-21,80.0,Everything,Jody Watley,92.0,80.0,2;
167280,1989-10-21,81.0,Pump Up The Jam,Technotronic Featuring Felly,86.0,81.0,2;
167281,1989-10-21,82.0,We Could Be Together,Debbie Gibson,74.0,71.0,5;
167282,1989-10-21,83.0,I Want You,Shana,84.0,83.0,3;
167283,1989-10-21,84.0,Touch The Fire,Icehouse,88.0,84.0,3;
167284,"1989-10-21,85,""On Our Own (From """"Ghostbusters II"""")"",Bobby Brown,72,2,20;",,,,,,
167285,1989-10-21,86.0,Heat Of The Moment,After 7,,86.0,1;
167286,1989-10-21,87.0,If You Leave Me Now,Jaya,94.0,87.0,2;
167287,1989-10-21,88.0,Soul Provider,Michael Bolton,75.0,17.0,17;
167288,1989-10-21,89.0,Hungry,Winger,85.0,85.0,5;
167289,1989-10-21,90.0,Just Like Jesse James,Cher,,90.0,1;
167290,1989-10-21,91.0,The Arms Of Orion,Prince With Sheena Easton,,91.0,1;
167291,1989-10-21,92.0,The Same Love,The Jets,,92.0,1;
167292,1989-10-21,93.0,New Thing,Enuff Z'Nuff,,93.0,1;
167293,1989-10-21,94.0,The End Of The Innocence,Don Henley,90.0,8.0,18;
167294,1989-10-21,95.0,Put Your Mouth On Me,Eddie Murphy,79.0,27.0,13;
167295,1989-10-21,96.0,French Kiss,Lil Louis,,96.0,1;
167296,1989-10-21,97.0,Edie (Ciao Baby),The Cult,93.0,93.0,4;
167297,1989-10-21,98.0,Love Cries,Stage Dolls,91.0,46.0,13;
167298,1989-10-21,99.0,Puss N' Boots/These Boots (Are Made For Walkin'),Kon Kan,81.0,58.0,8;
167299,1989-10-21,100.0,Talk It Over,Grayson Hugh,89.0,19.0,18;
167300,1989-10-14,1.0,Miss You Much,Janet Jackson,1.0,1.0,7;
167301,1989-10-14,2.0,Cherish,Madonna,2.0,2.0,9;
167302,1989-10-14,3.0,Girl I'm Gonna Miss You,Milli Vanilli,3.0,1.0,11;
167303,1989-10-14,4.0,Love Song,The Cure,7.0,4.0,10;
167304,1989-10-14,5.0,Mixed Emotions,The Rolling Stones,6.0,5.0,7;
167305,1989-10-14,6.0,Sowing The Seeds Of Love,Tears For Fears,13.0,6.0,7;
167306,1989-10-14,7.0,Bust A Move,Young M.C.,9.0,7.0,12;
167307,1989-10-14,8.0,Heaven,Warrant,4.0,2.0,13;
167308,1989-10-14,9.0,Listen To Your Heart,Roxette,14.0,9.0,8;
167309,1989-10-14,10.0,It's No Crime,Babyface,10.0,10.0,10;
167310,1989-10-14,11.0,Love In An Elevator,Aerosmith,16.0,11.0,7;
167311,1989-10-14,12.0,If I Could Turn Back Time,Cher,5.0,3.0,15;
167312,1989-10-14,13.0,When I Looked At Him,Expose,15.0,13.0,9;
167313,1989-10-14,14.0,Dr. Feelgood,Motley Crue,17.0,14.0,7;
167314,1989-10-14,15.0,Cover Girl,New Kids On The Block,19.0,15.0,5;
167315,1989-10-14,16.0,It's Not Enough,Starship,12.0,12.0,11;
167316,1989-10-14,17.0,Rock Wit'cha,Bobby Brown,20.0,17.0,8;
167317,1989-10-14,18.0,Healing Hands,Elton John,25.0,18.0,8;
167318,1989-10-14,19.0,18 And Life,Skid Row,8.0,4.0,15;
167319,1989-10-14,20.0,Don't Look Back,Fine Young Cannibals,11.0,11.0,10;
167320,1989-10-14,21.0,The Best,Tina Turner,29.0,21.0,7;
167321,1989-10-14,22.0,When I See You Smile,Bad English,33.0,22.0,5;
167322,1989-10-14,23.0,Partyman,Prince,18.0,18.0,8;
167323,1989-10-14,24.0,(You're My One And Only) True Love,Seduction,23.0,23.0,15;
167324,1989-10-14,25.0,Didn't I (Blow Your Mind),New Kids On The Block,38.0,25.0,5;
167325,1989-10-14,26.0,Love Shack,The B-52s,34.0,26.0,7;
167326,1989-10-14,27.0,Call It Love,Poco,32.0,27.0,8;
167327,1989-10-14,28.0,What I Like About You,Michael Morales,30.0,28.0,10;
167328,1989-10-14,29.0,(It's Just) The Way That You Love Me,Paula Abdul,39.0,29.0,9;
167329,1989-10-14,30.0,I Feel The Earth Move,Martika,35.0,30.0,7;
167330,1989-10-14,31.0,Cold Hearted,Paula Abdul,27.0,1.0,17;
167331,1989-10-14,32.0,Don't Wanna Lose You,Gloria Estefan,22.0,1.0,15;
167332,1989-10-14,33.0,Glamour Boys,Living Colour,42.0,33.0,8;
167333,1989-10-14,34.0,Let Go,Sharon Bryant,40.0,34.0,9;
167334,1989-10-14,35.0,Poison,Alice Cooper,46.0,35.0,4;
167335,1989-10-14,36.0,Angel Eyes,The Jeff Healey Band,31.0,5.0,18;
167336,1989-10-14,37.0,Don't Shut Me Out,Kevin Paige,43.0,37.0,9;
167337,1989-10-14,38.0,Back To Life,Soul II Soul,45.0,38.0,4;
167338,1989-10-14,39.0,One,Bee Gees,21.0,7.0,12;
167339,1989-10-14,40.0,Sunshine,Dino,44.0,40.0,6;
167340,1989-10-14,41.0,Angelia,Richard Marx,52.0,41.0,2;
167341,1989-10-14,42.0,Get On Your Feet,Gloria Estefan,48.0,42.0,3;
167342,1989-10-14,43.0,Right Here Waiting,Richard Marx,37.0,1.0,15;
167343,1989-10-14,44.0,Shower Me With Your Love,Surface,28.0,5.0,16;
167344,1989-10-14,45.0,My Heart Skips A Beat,The Cover Girls,47.0,45.0,6;
167345,1989-10-14,46.0,Blame It On The Rain,Milli Vanilli,65.0,46.0,2;
167346,1989-10-14,47.0,Hangin' Tough,New Kids On The Block,36.0,1.0,14;
167347,1989-10-14,48.0,Me So Horny,The 2 Live Crew,51.0,48.0,6;
167348,1989-10-14,49.0,Don't Close Your Eyes,KIX,53.0,49.0,6;
167349,1989-10-14,50.0,Kisses On The Wind,Neneh Cherry,24.0,8.0,13;
167350,1989-10-14,51.0,Sugar Daddy,Thompson Twins,54.0,51.0,4;
167351,1989-10-14,52.0,What About Me,Moving Pictures,49.0,46.0,10;
167352,1989-10-14,53.0,Don't Know Much,Linda Ronstadt (Featuring Aaron Neville),58.0,53.0,3;
167353,1989-10-14,54.0,Keep On Movin',Soul II Soul (Featuring Caron Wheeler),41.0,11.0,17;
167354,1989-10-14,55.0,The Way To Your Heart,Soulsister,57.0,55.0,4;
167355,1989-10-14,56.0,Talk To Myself,Christopher Williams,56.0,56.0,6;
167356,1989-10-14,57.0,Runnin' Down A Dream,Tom Petty,26.0,23.0,12;
