,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
77500,2006-12-30,1.0,Irreplaceable,Beyonce,1.0,1.0,9;
77501,2006-12-30,2.0,I Wanna Love You,Akon Featuring Snoop Dogg,2.0,1.0,12;
77502,2006-12-30,3.0,Smack That,Akon Featuring Eminem,4.0,2.0,13;
77503,2006-12-30,4.0,Fergalicious,Fergie,3.0,3.0,13;
77504,2006-12-30,5.0,My Love,Justin Timberlake Featuring T.I.,5.0,1.0,15;
77505,2006-12-30,6.0,Say It Right,Nelly Furtado,6.0,6.0,6;
77506,2006-12-30,7.0,We Fly High,Jim Jones,8.0,7.0,11;
77507,2006-12-30,8.0,How To Save A Life,The Fray,9.0,3.0,36;
77508,2006-12-30,9.0,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,10.0,9.0,11;
77509,2006-12-30,10.0,Lips Of An Angel,Hinder,11.0,3.0,23;
77510,2006-12-30,11.0,Promise,Ciara,14.0,11.0,6;
77511,2006-12-30,12.0,Wind It Up,Gwen Stefani,7.0,6.0,7;
77512,2006-12-30,13.0,Walk It Out,Unk,15.0,13.0,15;
77513,2006-12-30,14.0,I Luv It,Young Jeezy,22.0,14.0,5;
77514,2006-12-30,15.0,Money Maker,Ludacris Featuring Pharrell,13.0,1.0,19;
77515,2006-12-30,16.0,SexyBack,Justin Timberlake,18.0,1.0,24;
77516,2006-12-30,17.0,Chasing Cars,Snow Patrol,19.0,5.0,31;
77517,2006-12-30,18.0,It Ends Tonight,The All-American Rejects,16.0,11.0,12;
77518,2006-12-30,19.0,Keep Holding On,Avril Lavigne,17.0,17.0,3;
77519,2006-12-30,20.0,Far Away,Nickelback,20.0,8.0,22;
77520,2006-12-30,21.0,Hurt,Christina Aguilera,21.0,19.0,12;
77521,2006-12-30,22.0,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,26.0,22.0,11;
77522,2006-12-30,23.0,Before He Cheats,Carrie Underwood,24.0,16.0,16;
77523,2006-12-30,24.0,That's That,Snoop Dogg Featuring R. Kelly,25.0,20.0,5;
77524,"2006-12-30,25,You Don't Know,""Eminem, 50 Cent, Lloyd Banks & Ca$his"",12,12,2;",,,,,,
77525,2006-12-30,26.0,You,Lloyd Featuring Lil Wayne,32.0,26.0,6;
77526,2006-12-30,27.0,Welcome To The Black Parade,My Chemical Romance,27.0,13.0,14;
77527,2006-12-30,28.0,Say Goodbye,Chris Brown,23.0,10.0,19;
77528,2006-12-30,29.0,Waiting On The World To Change,John Mayer,29.0,20.0,23;
77529,2006-12-30,30.0,Make It Rain,Fat Joe Featuring Lil Wayne,30.0,30.0,7;
77530,2006-12-30,31.0,Runaway Love,Ludacris Featuring Mary J. Blige,41.0,31.0,5;
77531,2006-12-30,32.0,Money In The Bank,Lil Scrappy Featuring Young Buck,28.0,28.0,14;
77532,2006-12-30,33.0,My Wish,Rascal Flatts,33.0,28.0,15;
77533,2006-12-30,34.0,Call Me When You're Sober,Evanescence,31.0,10.0,18;
77534,2006-12-30,35.0,Too Little Too Late,JoJo,34.0,3.0,18;
77535,2006-12-30,36.0,She's Everything,Brad Paisley,35.0,35.0,11;
77536,2006-12-30,37.0,Wait A Minute,The Pussycat Dolls Featuring Timbaland,39.0,37.0,6;
77537,2006-12-30,38.0,What Goes Around...Comes Around,Justin Timberlake,64.0,38.0,2;
77538,2006-12-30,39.0,Want To,Sugarland,38.0,32.0,13;
77539,2006-12-30,40.0,Watching You,Rodney Atkins,45.0,40.0,7;
77540,2006-12-30,41.0,Through Glass,Stone Sour,44.0,41.0,20;
77541,2006-12-30,42.0,Stuntin' Like My Daddy,Birdman & Lil Wayne,36.0,21.0,16;
77542,2006-12-30,43.0,My Little Girl,Tim McGraw,40.0,35.0,14;
77543,2006-12-30,44.0,It's Not Over,Daughtry,51.0,44.0,4;
77544,2006-12-30,45.0,Tim McGraw,Taylor Swift,46.0,44.0,15;
77545,2006-12-30,46.0,What Hurts The Most,Rascal Flatts,50.0,6.0,46;
77546,2006-12-30,47.0,Tell Me,Diddy Featuring Christina Aguilera,49.0,47.0,9;
77547,2006-12-30,48.0,Come To Me,Diddy Featuring Nicole Scherzinger,43.0,9.0,16;
77548,2006-12-30,49.0,Snow ((Hey Oh)),Red Hot Chili Peppers,56.0,49.0,5;
77549,2006-12-30,50.0,Happy Xmas (War Is Over),The Fray,,50.0,1;
77550,2006-12-30,51.0,Unappreciated,Cherish,48.0,41.0,12;
77551,2006-12-30,52.0,Show Me What You Got,JAY-Z,37.0,8.0,11;
77552,2006-12-30,53.0,Show Stopper,Danity Kane,53.0,8.0,18;
77553,2006-12-30,54.0,Break It Off,Rihanna & Sean Paul,63.0,54.0,4;
77554,"2006-12-30,55,White & Nerdy,""""""Weird Al"""" Yankovic"",57,9,12;",,,,,,
77555,2006-12-30,56.0,Hip Hop Is Dead,Nas Featuring will.i.am,76.0,56.0,2;
77556,2006-12-30,57.0,Ice Box,Omarion,69.0,57.0,3;
77557,2006-12-30,58.0,It Just Comes Natural,George Strait,58.0,58.0,7;
77558,2006-12-30,59.0,When You Were Young,The Killers,52.0,14.0,19;
77559,2006-12-30,60.0,Lost One,Jay-Z Featuring Chrisette Michele,66.0,60.0,2;
77560,2006-12-30,61.0,Maneater,Nelly Furtado,61.0,16.0,14;
77561,2006-12-30,62.0,Here It Goes Again,OK Go,87.0,38.0,16;
77562,2006-12-30,63.0,Here (In Your Arms),Hellogoodbye,75.0,62.0,7;
77563,2006-12-30,64.0,Poppin',Chris Brown Featuring Jay Biz,73.0,64.0,3;
77564,2006-12-30,65.0,Amarillo Sky,Jason Aldean,68.0,65.0,10;
77565,2006-12-30,66.0,Into The Ocean,Blue October,85.0,66.0,2;
77566,2006-12-30,67.0,Some People Change,Montgomery Gentry,60.0,57.0,10;
77567,2006-12-30,68.0,You Save Me,Kenny Chesney,55.0,41.0,16;
77568,2006-12-30,69.0,Boston,Augustana,74.0,54.0,11;
77569,2006-12-30,70.0,Zoom,Lil' Boosie Featuring Yung Joc,81.0,70.0,3;
77570,2006-12-30,71.0,River,Sarah McLachlan,78.0,71.0,2;
77571,2006-12-30,72.0,Rockstar,Nickelback,77.0,72.0,12;
77572,2006-12-30,73.0,Streetcorner Symphony,Rob Thomas,72.0,64.0,12;
77573,2006-12-30,74.0,Upgrade U,Beyonce Featuring Jay Z,59.0,59.0,7;
77574,2006-12-30,75.0,The Saints Are Coming,U2 & Green Day,71.0,51.0,5;
77575,2006-12-30,76.0,Take Me As I Am,Mary J. Blige,82.0,58.0,13;
77576,2006-12-30,77.0,Anna-Molly,Incubus,70.0,66.0,3;
77577,2006-12-30,78.0,Face Down,The Red Jumpsuit Apparatus,83.0,76.0,19;
77578,2006-12-30,79.0,Come Back To Me,Vanessa Hudgens,62.0,55.0,14;
77579,2006-12-30,80.0,Pain,Three Days Grace,86.0,80.0,3;
77580,2006-12-30,81.0,The Carpal Tunnel Of Love,Fall Out Boy,,81.0,1;
77581,2006-12-30,82.0,Stupid Boy,Keith Urban,95.0,82.0,2;
77582,2006-12-30,83.0,Top Back,T.I.,88.0,83.0,2;
77583,2006-12-30,84.0,Chain Hang Low,Jibbs,79.0,7.0,20;
77584,2006-12-30,85.0,Dem Jeans,Chingy Featuring Jermaine Dupri,67.0,59.0,7;
77585,2006-12-30,86.0,Throw Some D's,Rich Boy Featuring Polow Da Don,100.0,86.0,2;
77586,2006-12-30,87.0,I Loved Her First,Heartland,80.0,34.0,19;
77587,2006-12-30,88.0,Love Like Winter,AFI,,88.0,1;
77588,2006-12-30,89.0,Let's Ride,The Game,65.0,46.0,5;
77589,2006-12-30,90.0,Ladies Love Country Boys,Trace Adkins,90.0,90.0,2;
77590,2006-12-30,91.0,Lost Without U,Robin Thicke,92.0,91.0,2;
77591,2006-12-30,92.0,Nothing Left To Lose,Mat Kearney,91.0,91.0,8;
77592,2006-12-30,93.0,The Sweet Escape,Gwen Stefani Featuring Akon,,93.0,1;
77593,2006-12-30,94.0,Red High Heels,Kellie Pickler,98.0,94.0,3;
77594,2006-12-30,95.0,I'll Be Home For Christmas (Live),Josh Groban,,95.0,1;
77595,2006-12-30,96.0,Ay Chico (Lengua Afuera),Pitbull,93.0,92.0,4;
77596,2006-12-30,97.0,Little Bit Of Life,Craig Morgan,94.0,94.0,3;
77597,2006-12-30,98.0,Fidelity,Regina Spektor,,98.0,1;
77598,2006-12-30,99.0,One Wing In The Fire,Trent Tomlinson,96.0,96.0,2;
77599,2006-12-30,100.0,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,,100.0,1;
77600,2006-12-23,1.0,Irreplaceable,Beyonce,1.0,1.0,8;
77601,2006-12-23,2.0,I Wanna Love You,Akon Featuring Snoop Dogg,2.0,1.0,11;
77602,2006-12-23,3.0,Fergalicious,Fergie,4.0,3.0,12;
77603,2006-12-23,4.0,Smack That,Akon Featuring Eminem,3.0,2.0,12;
77604,2006-12-23,5.0,My Love,Justin Timberlake Featuring T.I.,5.0,1.0,14;
77605,2006-12-23,6.0,Say It Right,Nelly Furtado,12.0,6.0,5;
77606,2006-12-23,7.0,Wind It Up,Gwen Stefani,6.0,6.0,6;
77607,2006-12-23,8.0,We Fly High,Jim Jones,10.0,8.0,10;
77608,2006-12-23,9.0,How To Save A Life,The Fray,7.0,3.0,35;
77609,2006-12-23,10.0,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,9.0,9.0,10;
77610,2006-12-23,11.0,Lips Of An Angel,Hinder,8.0,3.0,22;
77611,"2006-12-23,12,You Don't Know,""Eminem, 50 Cent, Lloyd Banks & Ca$his"",,12,1;",,,,,,
77612,2006-12-23,13.0,Money Maker,Ludacris Featuring Pharrell,11.0,1.0,18;
77613,2006-12-23,14.0,Promise,Ciara,23.0,14.0,5;
77614,2006-12-23,15.0,Walk It Out,Unk,14.0,14.0,14;
77615,2006-12-23,16.0,It Ends Tonight,The All-American Rejects,15.0,11.0,11;
77616,2006-12-23,17.0,Keep Holding On,Avril Lavigne,22.0,17.0,2;
77617,2006-12-23,18.0,SexyBack,Justin Timberlake,18.0,1.0,23;
77618,2006-12-23,19.0,Chasing Cars,Snow Patrol,13.0,5.0,30;
77619,2006-12-23,20.0,Far Away,Nickelback,16.0,8.0,21;
77620,2006-12-23,21.0,Hurt,Christina Aguilera,19.0,19.0,11;
