,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
72300,2007-12-29,1.0,No One,Alicia Keys,1.0,1.0,15;
72301,2007-12-29,2.0,Low,Flo Rida Featuring T-Pain,3.0,2.0,8;
72302,2007-12-29,3.0,Apologize,Timbaland Featuring OneRepublic,2.0,2.0,20;
72303,2007-12-29,4.0,Kiss Kiss,Chris Brown Featuring T-Pain,4.0,1.0,14;
72304,2007-12-29,5.0,Clumsy,Fergie,5.0,5.0,10;
72305,2007-12-29,6.0,Bubbly,Colbie Caillat,6.0,5.0,25;
72306,2007-12-29,7.0,Paralyzer,Finger Eleven,8.0,7.0,28;
72307,2007-12-29,8.0,Tattoo,Jordin Sparks,10.0,8.0,12;
72308,2007-12-29,9.0,Hate That I Love You,Rihanna Featuring Ne-Yo,7.0,7.0,16;
72309,2007-12-29,10.0,Good Life,Kanye West Featuring T-Pain,9.0,7.0,14;
72310,2007-12-29,11.0,Crank That (Soulja Boy),Soulja Boy Tell'em,11.0,1.0,23;
72311,2007-12-29,12.0,Cyclone,Baby Bash Featuring T-Pain,12.0,7.0,21;
72312,2007-12-29,13.0,Like You'll Never See Me Again,Alicia Keys,19.0,13.0,6;
72313,2007-12-29,14.0,Hypnotized,Plies Featuring Akon,16.0,14.0,12;
72314,2007-12-29,15.0,Can't Help But Wait,Trey Songz,14.0,14.0,13;
72315,2007-12-29,16.0,Love Song,Sara Bareilles,72.0,16.0,7;
72316,2007-12-29,17.0,Stronger,Kanye West,13.0,1.0,21;
72317,2007-12-29,18.0,Take You There,Sean Kingston,21.0,18.0,7;
72318,2007-12-29,19.0,Love Like This,Natasha Bedingfield Featuring Sean Kingston,18.0,18.0,9;
72319,2007-12-29,20.0,The Way I Are,Timbaland Featuring Keri Hilson,17.0,3.0,29;
72320,2007-12-29,21.0,Our Song,Taylor Swift,22.0,21.0,12;
72321,2007-12-29,22.0,Duffle Bag Boy,Playaz Circle Featuring Lil Wayne,15.0,15.0,13;
72322,"2007-12-29,23,Sweetest Girl (Dollar Bill),""Wyclef Jean Featuring Akon, Lil Wayne & Niia"",20,20,14;",,,,,,
72323,2007-12-29,24.0,Teardrops On My Guitar,Taylor Swift,30.0,24.0,28;
72324,2007-12-29,25.0,With You,Chris Brown,40.0,25.0,3;
72325,2007-12-29,26.0,Just Fine,Mary J. Blige,29.0,26.0,9;
72326,2007-12-29,27.0,How Far We've Come,matchbox twenty,25.0,11.0,16;
72327,"2007-12-29,28,I'm So Hood,""DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies"",26,19,14;",,,,,,
72328,2007-12-29,29.0,Shadow Of The Day,Linkin Park,37.0,29.0,6;
72329,2007-12-29,30.0,Into The Night,Santana Featuring Chad Kroeger,33.0,30.0,11;
72330,2007-12-29,31.0,Over You,Daughtry,27.0,18.0,19;
72331,2007-12-29,32.0,Shawty Is A 10,The-Dream,24.0,17.0,15;
72332,2007-12-29,33.0,Girlfriend,Bow Wow & Omarion,44.0,33.0,7;
72333,2007-12-29,34.0,I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,31.0,26.0,15;
72334,2007-12-29,35.0,Misery Business,Paramore,34.0,34.0,22;
72335,2007-12-29,36.0,Big Girls Don't Cry,Fergie,32.0,1.0,35;
72336,2007-12-29,37.0,Sensual Seduction,Snoop Dogg,51.0,37.0,3;
72337,2007-12-29,38.0,Until The End Of Time,Justin Timberlake Duet With Beyonce,23.0,17.0,24;
72338,2007-12-29,39.0,Flashing Lights,Kanye West Featuring Dwele,50.0,39.0,4;
72339,2007-12-29,40.0,Stay,Sugarland,35.0,32.0,10;
72340,2007-12-29,41.0,Suffocate,J. Holiday,45.0,41.0,6;
72341,2007-12-29,42.0,Wake Up Call,Maroon 5,38.0,19.0,19;
72342,2007-12-29,43.0,Bed,J. Holiday,28.0,5.0,22;
72343,2007-12-29,44.0,Who Knew,P!nk,36.0,9.0,28;
72344,2007-12-29,45.0,Piece Of Me,Britney Spears,49.0,45.0,7;
72345,2007-12-29,46.0,Pop Bottles,Birdman Featuring Lil Wayne,56.0,46.0,7;
72346,2007-12-29,47.0,Don't Stop The Music,Rihanna,67.0,47.0,4;
72347,2007-12-29,48.0,Don't Blink,Kenny Chesney,41.0,29.0,15;
72348,2007-12-29,49.0,Rockstar,Nickelback,46.0,6.0,45;
72349,2007-12-29,50.0,Shoulda Let You Go,Keyshia Cole Introducing Amina,42.0,41.0,12;
72350,"2007-12-29,51,Get Buck In Here,""DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon"",48,41,6;",,,,,,
72351,2007-12-29,52.0,Soulja Girl,Soulja Boy Tell'em Featuring I-15,39.0,32.0,11;
72352,2007-12-29,53.0,Firecracker,Josh Turner,53.0,50.0,14;
72353,2007-12-29,54.0,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,43.0,5.0,19;
72354,2007-12-29,55.0,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,47.0,33.0,14;
72355,2007-12-29,56.0,How 'Bout Them Cowgirls,George Strait,54.0,49.0,15;
72356,2007-12-29,57.0,So Small,Carrie Underwood,52.0,17.0,18;
72357,"2007-12-29,58,""Ready, Set, Don't Go"",Billy Ray Cyrus With Miley Cyrus,55,54,13;",,,,,,
72358,2007-12-29,59.0,Sorry,Buckcherry,86.0,59.0,2;
72359,2007-12-29,60.0,The Pretender,Foo Fighters,58.0,37.0,19;
72360,2007-12-29,61.0,Fake It,Seether,62.0,61.0,11;
72361,2007-12-29,62.0,What Do Ya Think About That,Montgomery Gentry,59.0,59.0,11;
72362,2007-12-29,63.0,If I Had Eyes,Jack Johnson,,63.0,1;
72363,2007-12-29,64.0,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,70.0,64.0,4;
72364,2007-12-29,65.0,Letter To Me,Brad Paisley,63.0,63.0,5;
72365,2007-12-29,66.0,Winner At A Losing Game,Rascal Flatts,61.0,61.0,8;
72366,2007-12-29,67.0,Baby Don't Go,Fabolous Featuring Jermaine Dupri,57.0,23.0,16;
72367,2007-12-29,68.0,Calabria 2008,Enur Featuring Natasja,78.0,68.0,5;
72368,2007-12-29,69.0,Gimme More,Britney Spears,60.0,3.0,15;
72369,2007-12-29,70.0,1234,Feist,,8.0,12;
72370,2007-12-29,71.0,Everybody,Keith Urban,66.0,66.0,11;
72371,2007-12-29,72.0,Never Too Late,Three Days Grace,71.0,71.0,20;
72372,2007-12-29,73.0,Watching Airplanes,Gary Allan,73.0,73.0,8;
