,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
156684,1991-11-02,85.0,Stand By My Woman,Lenny Kravitz,92.0,85.0,3;
156685,1991-11-02,86.0,Thinking Of You,Grandmaster Slice,88.0,86.0,2;
156686,1991-11-02,87.0,What Time Is Love?,The KLF,98.0,87.0,2;
156687,1991-11-02,88.0,Unforgettable,Natalie Cole,78.0,14.0,17;
156688,1991-11-02,89.0,I Wanna Be Your Girl,Icy Blu,,89.0,1;
156689,1991-11-02,90.0,For Your Mind,Robbie Nevil,99.0,90.0,2;
156690,1991-11-02,91.0,I'm Not Your Puppet,Hi-C,86.0,63.0,12;
156691,1991-11-02,92.0,Change,Lisa Stansfield,,92.0,1;
156692,1991-11-02,93.0,Cool As Ice (Everybody Get Loose),Vanilla Ice,81.0,81.0,4;
156693,1991-11-02,94.0,True Companion,Marc Cohn,,94.0,1;
156694,1991-11-02,95.0,Too Much,Tara Kemp,96.0,95.0,2;
156695,1991-11-02,96.0,The Promise Of A New Day,Paula Abdul,66.0,1.0,16;
156696,1991-11-02,97.0,Forever More,Stevie B,100.0,97.0,2;
156697,1991-11-02,98.0,Skat Strut,MC Skat Kat & The Stray Mob,80.0,80.0,4;
156698,1991-11-02,99.0,Monsters And Angels,Voice Of The Beehive,,99.0,1;
156699,1991-11-02,100.0,Things That Make You Go Hmmmm. . .,C+C Music Factory,68.0,4.0,16;
156700,1991-10-26,1.0,Emotions,Mariah Carey,1.0,1.0,9;
156701,1991-10-26,2.0,Do Anything,Natural Selection,2.0,2.0,12;
156702,1991-10-26,3.0,Romantic,Karyn White,3.0,3.0,11;
156703,1991-10-26,4.0,Hole Hearted,Extreme,4.0,4.0,13;
156704,1991-10-26,5.0,Can't Stop This Thing We Started,Bryan Adams,9.0,5.0,7;
156705,1991-10-26,6.0,Cream,Prince And The N.P.G.,11.0,6.0,5;
156706,1991-10-26,7.0,Real Real Real,Jesus Jones,12.0,7.0,10;
156707,1991-10-26,8.0,Something To Talk About,Bonnie Raitt,5.0,5.0,15;
156708,1991-10-26,9.0,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,6.0,1.0,15;
156709,1991-10-26,10.0,O.P.P.,Naughty By Nature,16.0,10.0,8;
156710,1991-10-26,11.0,Don't Want To Be A Fool,Luther Vandross,15.0,11.0,13;
156711,1991-10-26,12.0,I Adore Mi Amor,Color Me Badd,7.0,1.0,14;
156712,1991-10-26,13.0,Everybody Plays The Fool,Aaron Neville,8.0,8.0,15;
156713,1991-10-26,14.0,The One And Only,Chesney Hawkes,18.0,14.0,13;
156714,1991-10-26,15.0,Love. . .Thy Will Be Done,Martika,10.0,10.0,12;
156715,1991-10-26,16.0,Hey Donna,Rhythm Syndicate,20.0,16.0,8;
156716,1991-10-26,17.0,Don't Cry,Guns N' Roses,21.0,17.0,6;
156717,1991-10-26,18.0,Running Back To You,Vanessa Williams,19.0,18.0,12;
156718,1991-10-26,19.0,Enter Sandman,Metallica,17.0,16.0,10;
156719,1991-10-26,20.0,Set The Night To Music,Roberta Flack With Maxi Priest,24.0,20.0,6;
156720,1991-10-26,21.0,With You,Tony Terry,25.0,21.0,18;
156721,1991-10-26,22.0,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,30.0,22.0,6;
156722,1991-10-26,23.0,Love Of A Lifetime,Firehouse,13.0,5.0,18;
156723,1991-10-26,24.0,I Wonder Why,Curtis Stigers,27.0,24.0,8;
156724,1991-10-26,25.0,When A Man Loves A Woman,Michael Bolton,32.0,25.0,3;
156725,1991-10-26,26.0,Let's Talk About Sex,Salt-N-Pepa,26.0,26.0,10;
156726,1991-10-26,27.0,That's What Love Is For,Amy Grant,31.0,27.0,5;
156727,1991-10-26,28.0,Motownphilly,Boyz II Men,14.0,3.0,20;
156728,1991-10-26,29.0,Kiss Them For Me,Siouxsie & The Banshees,23.0,23.0,11;
156729,1991-10-26,30.0,Gett Off,Prince And The N.P.G.,22.0,21.0,11;
156730,1991-10-26,31.0,Walk Through Fire,Bad Company,28.0,28.0,10;
156731,1991-10-26,32.0,Now That We Found Love,Heavy D & The Boyz,29.0,11.0,18;
156732,1991-10-26,33.0,Blowing Kisses In The Wind,Paula Abdul,47.0,33.0,2;
156733,1991-10-26,34.0,Set Adrift On Memory Bliss,P.M. Dawn,50.0,34.0,2;
156734,1991-10-26,35.0,Get A Leg Up,John Mellencamp,40.0,35.0,4;
156735,1991-10-26,36.0,My Heart Belongs To You,Russ Irwin,39.0,36.0,7;
156736,1991-10-26,37.0,Just Want To Hold You,Jasmine Guy,37.0,37.0,13;
156737,1991-10-26,38.0,Street Of Dreams,Nia Peeples,45.0,38.0,3;
156738,1991-10-26,39.0,Lies,EMF,48.0,39.0,5;
156739,1991-10-26,40.0,(Everything I Do) I Do It For You,Bryan Adams,33.0,1.0,18;
156740,1991-10-26,41.0,Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,59.0,41.0,3;
156741,1991-10-26,42.0,Power Windows,Billy Falcon,35.0,35.0,11;
156742,1991-10-26,43.0,Something Got Me Started,Simply Red,51.0,43.0,5;
156743,1991-10-26,44.0,Straight To Your Heart,Bad English,42.0,42.0,9;
156744,1991-10-26,45.0,Rush,Big Audio,55.0,45.0,6;
156745,1991-10-26,46.0,Mind Playing Tricks On Me,Geto Boys,58.0,46.0,4;
156746,1991-10-26,47.0,The Devil Came Up To Michigan,K.M.C. KRU,46.0,46.0,9;
156747,1991-10-26,48.0,Top Of The World,Van Halen,56.0,48.0,3;
156748,1991-10-26,49.0,Wind Of Change,Scorpions,44.0,4.0,22;
156749,1991-10-26,50.0,Groovy Train,The Farm,63.0,50.0,5;
156750,1991-10-26,51.0,Too Many Walls,Cathy Dennis,38.0,8.0,17;
156751,1991-10-26,52.0,Finally,CeCe Peniston,67.0,52.0,5;
156752,"1991-10-26,53,""Time, Love And Tenderness"",Michael Bolton,36,7,16;",,,,,,
156753,1991-10-26,54.0,Whispers,Corina,57.0,54.0,5;
156754,1991-10-26,55.0,A Day In My Life (Without You),Lisette Melendez,62.0,55.0,5;
156755,1991-10-26,56.0,Shiny Happy People,R.E.M.,34.0,10.0,14;
156756,1991-10-26,57.0,Superman's Song,Crash Test Dummies,70.0,57.0,4;
156757,1991-10-26,58.0,Can't Truss It,Public Enemy,66.0,58.0,2;
156758,1991-10-26,59.0,Live For Loving You,Gloria Estefan,73.0,59.0,3;
156759,1991-10-26,60.0,Broken Arrow,Rod Stewart,90.0,60.0,2;
156760,1991-10-26,61.0,I Can't Wait Another Minute,Hi-Five,53.0,8.0,19;
156761,1991-10-26,62.0,Angel Baby,Angelica,78.0,62.0,2;
156762,1991-10-26,63.0,Ballad Of Youth,Richie Sambora,74.0,63.0,5;
156763,1991-10-26,64.0,Heaven In The Back Seat,Eddie Money,64.0,58.0,7;
156764,1991-10-26,65.0,I'll Be There,The Escape Club,61.0,8.0,23;
156765,1991-10-26,66.0,The Promise Of A New Day,Paula Abdul,52.0,1.0,15;
156766,1991-10-26,67.0,The Real Love,Bob Seger & The Silver Bullet Band,49.0,24.0,10;
156767,1991-10-26,68.0,Things That Make You Go Hmmmm. . .,C+C Music Factory,41.0,4.0,15;
156768,1991-10-26,69.0,For You,Michael W. Smith,60.0,60.0,7;
156769,1991-10-26,70.0,Try A Little Tenderness,The Commitments,,70.0,1;
156770,1991-10-26,71.0,Forever My Lady,Jodeci,,71.0,1;
156771,1991-10-26,72.0,All I Need Is You,Blue Train,80.0,72.0,4;
156772,1991-10-26,73.0,Housecall,Shabba Ranks (Featuring Maxi Priest),,73.0,1;
156773,1991-10-26,74.0,You're The Story Of My Life,Desmond Child,81.0,74.0,4;
156774,1991-10-26,75.0,Tender Kisses,Tracie Spencer,85.0,75.0,2;
156775,1991-10-26,76.0,Save Up All Your Tears,Cher,92.0,76.0,2;
156776,1991-10-26,77.0,Never Stop,The Brand New Heavies Featuring N'Dea Davenport,54.0,54.0,8;
156777,1991-10-26,78.0,Unforgettable,Natalie Cole,75.0,14.0,16;
156778,1991-10-26,79.0,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,79.0,67.0,7;
156779,1991-10-26,80.0,Skat Strut,MC Skat Kat & The Stray Mob,87.0,80.0,3;
156780,1991-10-26,81.0,Cool As Ice (Everybody Get Loose),Vanilla Ice,86.0,81.0,3;
156781,1991-10-26,82.0,Fall At Your Feet,Crowded House,91.0,82.0,2;
156782,1991-10-26,83.0,3 A.M. Eternal,The KLF,71.0,5.0,19;
156783,1991-10-26,84.0,The Motown Song,Rod Stewart,68.0,10.0,17;
156784,1991-10-26,85.0,Spending My Time,Roxette,,85.0,1;
156785,1991-10-26,86.0,I'm Not Your Puppet,Hi-C,82.0,63.0,11;
156786,1991-10-26,87.0,The Truth,Tami Show,65.0,28.0,13;
156787,1991-10-26,88.0,Thinking Of You,Grandmaster Slice,,88.0,1;
156788,1991-10-26,89.0,Do You Feel Like I Feel?,Belinda Carlisle,,89.0,1;
156789,1991-10-26,90.0,Sometimes (It's A Bitch),Stevie Nicks,69.0,56.0,8;
156790,1991-10-26,91.0,Crazy,Seal,76.0,7.0,19;
156791,1991-10-26,92.0,Stand By My Woman,Lenny Kravitz,93.0,92.0,2;
156792,1991-10-26,93.0,Why Can't You Come Home,Ex-Girlfriend,84.0,78.0,8;
156793,1991-10-26,94.0,After The Summer's Gone,PC Quest,43.0,41.0,11;
156794,1991-10-26,95.0,Conviction Of The Heart,Kenny Loggins,,95.0,1;
156795,1991-10-26,96.0,Too Much,Tara Kemp,,96.0,1;
156796,1991-10-26,97.0,I've Got A Lot To Learn About Love,The Storm,,97.0,1;
156797,1991-10-26,98.0,What Time Is Love?,The KLF,,98.0,1;
156798,1991-10-26,99.0,For Your Mind,Robbie Nevil,,99.0,1;
156799,1991-10-26,100.0,Forever More,Stevie B,,100.0,1;
156800,1991-10-19,1.0,Emotions,Mariah Carey,1.0,1.0,8;
156801,1991-10-19,2.0,Do Anything,Natural Selection,3.0,2.0,11;
156802,1991-10-19,3.0,Romantic,Karyn White,5.0,3.0,10;
156803,1991-10-19,4.0,Hole Hearted,Extreme,7.0,4.0,12;
156804,1991-10-19,5.0,Something To Talk About,Bonnie Raitt,6.0,5.0,14;
156805,1991-10-19,6.0,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,2.0,1.0,14;
156806,1991-10-19,7.0,I Adore Mi Amor,Color Me Badd,4.0,1.0,13;
156807,1991-10-19,8.0,Everybody Plays The Fool,Aaron Neville,10.0,8.0,14;
156808,1991-10-19,9.0,Can't Stop This Thing We Started,Bryan Adams,12.0,9.0,6;
156809,1991-10-19,10.0,Love. . .Thy Will Be Done,Martika,11.0,10.0,11;
156810,1991-10-19,11.0,Cream,Prince And The N.P.G.,17.0,11.0,4;
156811,1991-10-19,12.0,Real Real Real,Jesus Jones,13.0,12.0,9;
156812,1991-10-19,13.0,Love Of A Lifetime,Firehouse,8.0,5.0,17;
156813,1991-10-19,14.0,Motownphilly,Boyz II Men,9.0,3.0,19;
156814,1991-10-19,15.0,Don't Want To Be A Fool,Luther Vandross,18.0,15.0,12;
156815,1991-10-19,16.0,O.P.P.,Naughty By Nature,20.0,16.0,7;
156816,1991-10-19,17.0,Enter Sandman,Metallica,16.0,16.0,9;
156817,1991-10-19,18.0,The One And Only,Chesney Hawkes,19.0,18.0,12;
156818,1991-10-19,19.0,Running Back To You,Vanessa Williams,22.0,19.0,11;
156819,1991-10-19,20.0,Hey Donna,Rhythm Syndicate,27.0,20.0,7;
156820,1991-10-19,21.0,Don't Cry,Guns N' Roses,28.0,21.0,5;
156821,1991-10-19,22.0,Gett Off,Prince And The N.P.G.,21.0,21.0,10;
156822,1991-10-19,23.0,Kiss Them For Me,Siouxsie & The Banshees,24.0,23.0,10;
156823,1991-10-19,24.0,Set The Night To Music,Roberta Flack With Maxi Priest,32.0,24.0,5;
156824,1991-10-19,25.0,With You,Tony Terry,30.0,25.0,17;
156825,1991-10-19,26.0,Let's Talk About Sex,Salt-N-Pepa,35.0,26.0,9;
156826,1991-10-19,27.0,I Wonder Why,Curtis Stigers,34.0,27.0,7;
156827,1991-10-19,28.0,Walk Through Fire,Bad Company,31.0,28.0,9;
156828,1991-10-19,29.0,Now That We Found Love,Heavy D & The Boyz,15.0,11.0,17;
156829,1991-10-19,30.0,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,39.0,30.0,5;
156830,1991-10-19,31.0,That's What Love Is For,Amy Grant,40.0,31.0,4;
156831,1991-10-19,32.0,When A Man Loves A Woman,Michael Bolton,44.0,32.0,2;
156832,1991-10-19,33.0,(Everything I Do) I Do It For You,Bryan Adams,23.0,1.0,17;
156833,1991-10-19,34.0,Shiny Happy People,R.E.M.,14.0,10.0,13;
156834,1991-10-19,35.0,Power Windows,Billy Falcon,38.0,35.0,10;
156835,"1991-10-19,36,""Time, Love And Tenderness"",Michael Bolton,25,7,15;",,,,,,
156836,1991-10-19,37.0,Just Want To Hold You,Jasmine Guy,43.0,37.0,12;
156837,1991-10-19,38.0,Too Many Walls,Cathy Dennis,29.0,8.0,16;
156838,1991-10-19,39.0,My Heart Belongs To You,Russ Irwin,47.0,39.0,6;
156839,1991-10-19,40.0,Get A Leg Up,John Mellencamp,54.0,40.0,3;
156840,1991-10-19,41.0,Things That Make You Go Hmmmm. . .,C+C Music Factory,26.0,4.0,14;
156841,1991-10-19,42.0,Straight To Your Heart,Bad English,45.0,42.0,8;
156842,1991-10-19,43.0,After The Summer's Gone,PC Quest,41.0,41.0,10;
156843,1991-10-19,44.0,Wind Of Change,Scorpions,37.0,4.0,21;
156844,1991-10-19,45.0,Street Of Dreams,Nia Peeples,66.0,45.0,2;
156845,1991-10-19,46.0,The Devil Came Up To Michigan,K.M.C. KRU,50.0,46.0,8;
156846,1991-10-19,47.0,Blowing Kisses In The Wind,Paula Abdul,,47.0,1;
156847,1991-10-19,48.0,Lies,EMF,57.0,48.0,4;
156848,1991-10-19,49.0,The Real Love,Bob Seger & The Silver Bullet Band,33.0,24.0,9;
156849,1991-10-19,50.0,Set Adrift On Memory Bliss,P.M. Dawn,,50.0,1;
156850,1991-10-19,51.0,Something Got Me Started,Simply Red,59.0,51.0,4;
156851,1991-10-19,52.0,The Promise Of A New Day,Paula Abdul,36.0,1.0,14;
156852,1991-10-19,53.0,I Can't Wait Another Minute,Hi-Five,42.0,8.0,18;
156853,1991-10-19,54.0,Never Stop,The Brand New Heavies Featuring N'Dea Davenport,55.0,54.0,7;
156854,1991-10-19,55.0,Rush,Big Audio,62.0,55.0,5;
156855,1991-10-19,56.0,Top Of The World,Van Halen,69.0,56.0,2;
156856,1991-10-19,57.0,Whispers,Corina,65.0,57.0,4;
156857,1991-10-19,58.0,Mind Playing Tricks On Me,Geto Boys,71.0,58.0,3;
156858,1991-10-19,59.0,Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,72.0,59.0,2;
156859,1991-10-19,60.0,For You,Michael W. Smith,60.0,60.0,6;
156860,1991-10-19,61.0,I'll Be There,The Escape Club,51.0,8.0,22;
156861,1991-10-19,62.0,A Day In My Life (Without You),Lisette Melendez,67.0,62.0,4;
156862,1991-10-19,63.0,Groovy Train,The Farm,68.0,63.0,4;
156863,1991-10-19,64.0,Heaven In The Back Seat,Eddie Money,58.0,58.0,6;
156864,1991-10-19,65.0,The Truth,Tami Show,46.0,28.0,12;
156865,1991-10-19,66.0,Can't Truss It,Public Enemy,,66.0,1;
156866,1991-10-19,67.0,Finally,CeCe Peniston,75.0,67.0,4;
156867,1991-10-19,68.0,The Motown Song,Rod Stewart,48.0,10.0,16;
156868,1991-10-19,69.0,Sometimes (It's A Bitch),Stevie Nicks,56.0,56.0,7;
156869,1991-10-19,70.0,Superman's Song,Crash Test Dummies,78.0,70.0,3;
156870,1991-10-19,71.0,3 A.M. Eternal,The KLF,53.0,5.0,18;
156871,1991-10-19,72.0,Everyotherday,Or-N-More (Featuring Father M.C.),49.0,46.0,8;
156872,1991-10-19,73.0,Live For Loving You,Gloria Estefan,85.0,73.0,2;
156873,1991-10-19,74.0,Ballad Of Youth,Richie Sambora,79.0,74.0,4;
156874,1991-10-19,75.0,Unforgettable,Natalie Cole,63.0,14.0,15;
156875,1991-10-19,76.0,Crazy,Seal,52.0,7.0,18;
156876,1991-10-19,77.0,Primal Scream,Motley Crue,64.0,63.0,5;
156877,1991-10-19,78.0,Angel Baby,Angelica,,78.0,1;
156878,1991-10-19,79.0,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,77.0,67.0,6;
156879,1991-10-19,80.0,All I Need Is You,Blue Train,90.0,80.0,3;
156880,1991-10-19,81.0,You're The Story Of My Life,Desmond Child,87.0,81.0,3;
156881,1991-10-19,82.0,I'm Not Your Puppet,Hi-C,73.0,63.0,10;
156882,1991-10-19,83.0,She's Gone (Lady),Steelheart,61.0,59.0,8;
156883,1991-10-19,84.0,Why Can't You Come Home,Ex-Girlfriend,83.0,78.0,7;
156884,1991-10-19,85.0,Tender Kisses,Tracie Spencer,,85.0,1;
156885,1991-10-19,86.0,Cool As Ice (Everybody Get Loose),Vanilla Ice,94.0,86.0,2;
156886,1991-10-19,87.0,Skat Strut,MC Skat Kat & The Stray Mob,96.0,87.0,2;
156887,1991-10-19,88.0,Louder Than Love,TKA,81.0,62.0,11;
156888,1991-10-19,89.0,Face The Music,RTZ,76.0,49.0,10;
156889,1991-10-19,90.0,Broken Arrow,Rod Stewart,,90.0,1;
156890,1991-10-19,91.0,Fall At Your Feet,Crowded House,,91.0,1;
156891,1991-10-19,92.0,Save Up All Your Tears,Cher,,92.0,1;
156892,1991-10-19,93.0,Stand By My Woman,Lenny Kravitz,,93.0,1;
156893,1991-10-19,94.0,Tonite,DJ Quik,74.0,49.0,9;
156894,1991-10-19,95.0,Low Rider (On The Boulevard),Latin Alliance Featuring War,88.0,54.0,11;
156895,1991-10-19,96.0,Every Heartbeat,Amy Grant,70.0,2.0,19;
156896,1991-10-19,97.0,The Sound Of Your Voice,38 Special,82.0,33.0,15;
156897,1991-10-19,98.0,Chorus,Erasure,92.0,83.0,11;
156898,1991-10-19,99.0,Good Time,Ziggy Marley And The Melody Makers,86.0,85.0,5;
156899,1991-10-19,100.0,You Could Be Mine,Guns N' Roses,80.0,29.0,15;
156900,1991-10-12,1.0,Emotions,Mariah Carey,3.0,1.0,7;
156901,1991-10-12,2.0,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,1.0,1.0,13;
156902,1991-10-12,3.0,Do Anything,Natural Selection,4.0,3.0,10;
156903,1991-10-12,4.0,I Adore Mi Amor,Color Me Badd,2.0,1.0,12;
156904,1991-10-12,5.0,Romantic,Karyn White,6.0,5.0,9;
156905,1991-10-12,6.0,Something To Talk About,Bonnie Raitt,7.0,6.0,13;
156906,1991-10-12,7.0,Hole Hearted,Extreme,9.0,7.0,11;
156907,1991-10-12,8.0,Love Of A Lifetime,Firehouse,5.0,5.0,16;
156908,1991-10-12,9.0,Motownphilly,Boyz II Men,8.0,3.0,18;
156909,1991-10-12,10.0,Everybody Plays The Fool,Aaron Neville,12.0,10.0,13;
156910,1991-10-12,11.0,Love. . .Thy Will Be Done,Martika,15.0,11.0,10;
156911,1991-10-12,12.0,Can't Stop This Thing We Started,Bryan Adams,17.0,12.0,5;
156912,1991-10-12,13.0,Real Real Real,Jesus Jones,19.0,13.0,8;
156913,1991-10-12,14.0,Shiny Happy People,R.E.M.,10.0,10.0,12;
156914,1991-10-12,15.0,Now That We Found Love,Heavy D & The Boyz,11.0,11.0,16;
156915,1991-10-12,16.0,Enter Sandman,Metallica,21.0,16.0,8;
156916,1991-10-12,17.0,Cream,Prince And The N.P.G.,32.0,17.0,3;
156917,1991-10-12,18.0,Don't Want To Be A Fool,Luther Vandross,23.0,18.0,11;
156918,1991-10-12,19.0,The One And Only,Chesney Hawkes,22.0,19.0,11;
156919,1991-10-12,20.0,O.P.P.,Naughty By Nature,28.0,20.0,6;
156920,1991-10-12,21.0,Gett Off,Prince And The N.P.G.,25.0,21.0,9;
156921,1991-10-12,22.0,Running Back To You,Vanessa Williams,26.0,22.0,10;
156922,1991-10-12,23.0,(Everything I Do) I Do It For You,Bryan Adams,13.0,1.0,16;
156923,1991-10-12,24.0,Kiss Them For Me,Siouxsie & The Banshees,27.0,24.0,9;
156924,"1991-10-12,25,""Time, Love And Tenderness"",Michael Bolton,14,7,14;",,,,,,
156925,1991-10-12,26.0,Things That Make You Go Hmmmm. . .,C+C Music Factory,16.0,4.0,13;
156926,1991-10-12,27.0,Hey Donna,Rhythm Syndicate,34.0,27.0,6;
156927,1991-10-12,28.0,Don't Cry,Guns N' Roses,33.0,28.0,4;
156928,1991-10-12,29.0,Too Many Walls,Cathy Dennis,18.0,8.0,15;
156929,1991-10-12,30.0,With You,Tony Terry,36.0,30.0,16;
156930,1991-10-12,31.0,Walk Through Fire,Bad Company,35.0,31.0,8;
156931,1991-10-12,32.0,Set The Night To Music,Roberta Flack With Maxi Priest,39.0,32.0,4;
156932,1991-10-12,33.0,The Real Love,Bob Seger & The Silver Bullet Band,24.0,24.0,8;
156933,1991-10-12,34.0,I Wonder Why,Curtis Stigers,40.0,34.0,6;
156934,1991-10-12,35.0,Let's Talk About Sex,Salt-N-Pepa,42.0,35.0,8;
156935,1991-10-12,36.0,The Promise Of A New Day,Paula Abdul,20.0,1.0,13;
156936,1991-10-12,37.0,Wind Of Change,Scorpions,30.0,4.0,20;
156937,1991-10-12,38.0,Power Windows,Billy Falcon,44.0,38.0,9;
156938,1991-10-12,39.0,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,53.0,39.0,4;
156939,1991-10-12,40.0,That's What Love Is For,Amy Grant,49.0,40.0,3;
156940,1991-10-12,41.0,After The Summer's Gone,PC Quest,41.0,41.0,9;
156941,1991-10-12,42.0,I Can't Wait Another Minute,Hi-Five,31.0,8.0,17;
156942,1991-10-12,43.0,Just Want To Hold You,Jasmine Guy,48.0,43.0,11;
156943,1991-10-12,44.0,When A Man Loves A Woman,Michael Bolton,,44.0,1;
156944,1991-10-12,45.0,Straight To Your Heart,Bad English,47.0,45.0,7;
156945,1991-10-12,46.0,The Truth,Tami Show,29.0,28.0,11;
156946,1991-10-12,47.0,My Heart Belongs To You,Russ Irwin,54.0,47.0,5;
156947,1991-10-12,48.0,The Motown Song,Rod Stewart,37.0,10.0,15;
156948,1991-10-12,49.0,Everyotherday,Or-N-More (Featuring Father M.C.),46.0,46.0,7;
156949,1991-10-12,50.0,The Devil Came Up To Michigan,K.M.C. KRU,51.0,50.0,7;
156950,1991-10-12,51.0,I'll Be There,The Escape Club,45.0,8.0,21;
156951,1991-10-12,52.0,Crazy,Seal,38.0,7.0,17;
156952,1991-10-12,53.0,3 A.M. Eternal,The KLF,43.0,5.0,17;
156953,1991-10-12,54.0,Get A Leg Up,John Mellencamp,69.0,54.0,2;
156954,1991-10-12,55.0,Never Stop,The Brand New Heavies Featuring N'Dea Davenport,58.0,55.0,6;
156955,1991-10-12,56.0,Sometimes (It's A Bitch),Stevie Nicks,57.0,56.0,6;
156956,1991-10-12,57.0,Lies,EMF,65.0,57.0,3;
156957,1991-10-12,58.0,Heaven In The Back Seat,Eddie Money,60.0,58.0,5;
156958,1991-10-12,59.0,Something Got Me Started,Simply Red,68.0,59.0,3;
156959,1991-10-12,60.0,For You,Michael W. Smith,64.0,60.0,5;
156960,1991-10-12,61.0,She's Gone (Lady),Steelheart,59.0,59.0,7;
156961,1991-10-12,62.0,Rush,Big Audio,70.0,62.0,4;
156962,1991-10-12,63.0,Unforgettable,Natalie Cole,52.0,14.0,14;
156963,1991-10-12,64.0,Primal Scream,Motley Crue,63.0,63.0,4;
156964,1991-10-12,65.0,Whispers,Corina,76.0,65.0,3;
156965,1991-10-12,66.0,Street Of Dreams,Nia Peeples,,66.0,1;
156966,1991-10-12,67.0,A Day In My Life (Without You),Lisette Melendez,75.0,67.0,3;
156967,1991-10-12,68.0,Groovy Train,The Farm,80.0,68.0,3;
156968,1991-10-12,69.0,Top Of The World,Van Halen,,69.0,1;
156969,1991-10-12,70.0,Every Heartbeat,Amy Grant,56.0,2.0,18;
156970,1991-10-12,71.0,Mind Playing Tricks On Me,Geto Boys,87.0,71.0,2;
156971,1991-10-12,72.0,Ring My Bell,D.J. Jazzy Jeff & The Fresh Prince,,72.0,1;
156972,1991-10-12,73.0,I'm Not Your Puppet,Hi-C,72.0,63.0,9;
156973,1991-10-12,74.0,Tonite,DJ Quik,50.0,49.0,8;
156974,1991-10-12,75.0,Finally,CeCe Peniston,86.0,75.0,3;
156975,1991-10-12,76.0,Face The Music,RTZ,55.0,49.0,9;
156976,1991-10-12,77.0,Ain't No Future In Yo' Fronting,M.C. Breed & D.F.C.,79.0,67.0,5;
156977,1991-10-12,78.0,Superman's Song,Crash Test Dummies,91.0,78.0,2;
156978,1991-10-12,79.0,Ballad Of Youth,Richie Sambora,85.0,79.0,3;
156979,1991-10-12,80.0,You Could Be Mine,Guns N' Roses,66.0,29.0,14;
156980,1991-10-12,81.0,Louder Than Love,TKA,62.0,62.0,10;
156981,1991-10-12,82.0,The Sound Of Your Voice,38 Special,67.0,33.0,14;
156982,1991-10-12,83.0,Why Can't You Come Home,Ex-Girlfriend,78.0,78.0,6;
156983,1991-10-12,84.0,Fading Like A Flower (Every Time You Leave),Roxette,61.0,2.0,18;
156984,1991-10-12,85.0,Live For Loving You,Gloria Estefan,,85.0,1;
156985,1991-10-12,86.0,Good Time,Ziggy Marley And The Melody Makers,89.0,85.0,4;
156986,1991-10-12,87.0,You're The Story Of My Life,Desmond Child,93.0,87.0,2;
156987,1991-10-12,88.0,Low Rider (On The Boulevard),Latin Alliance Featuring War,81.0,54.0,10;
156988,1991-10-12,89.0,Till Somebody Loves You,Henry Lee Summer,74.0,51.0,10;
156989,1991-10-12,90.0,All I Need Is You,Blue Train,97.0,90.0,2;
156990,1991-10-12,91.0,It Ain't Over 'til It's Over,Lenny Kravitz,71.0,2.0,19;
156991,1991-10-12,92.0,Chorus,Erasure,90.0,83.0,10;
156992,1991-10-12,93.0,This Beat Is Hot,B.G. The Prince Of Rap,82.0,72.0,9;
156993,1991-10-12,94.0,Cool As Ice (Everybody Get Loose),Vanilla Ice,,94.0,1;
156994,1991-10-12,95.0,If You're Serious,Riff,88.0,88.0,5;
156995,1991-10-12,96.0,Skat Strut,MC Skat Kat & The Stray Mob,,96.0,1;
156996,1991-10-12,97.0,Summertime,D.J. Jazzy Jeff & The Fresh Prince,77.0,4.0,18;
156997,1991-10-12,98.0,It Hit Me Like A Hammer,Huey Lewis & The News,73.0,21.0,13;
156998,1991-10-12,99.0,Save Me,Lisa Fischer,83.0,74.0,6;
156999,1991-10-12,100.0,Got A Love For You,Jomanda,84.0,40.0,15;
157000,1991-10-05,1.0,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,2.0,1.0,12;
157001,1991-10-05,2.0,I Adore Mi Amor,Color Me Badd,1.0,1.0,11;
157002,1991-10-05,3.0,Emotions,Mariah Carey,4.0,3.0,6;
157003,1991-10-05,4.0,Do Anything,Natural Selection,8.0,4.0,9;
157004,1991-10-05,5.0,Love Of A Lifetime,Firehouse,5.0,5.0,15;
157005,1991-10-05,6.0,Romantic,Karyn White,15.0,6.0,8;
157006,1991-10-05,7.0,Something To Talk About,Bonnie Raitt,9.0,7.0,12;
157007,1991-10-05,8.0,Motownphilly,Boyz II Men,3.0,3.0,17;
157008,1991-10-05,9.0,Hole Hearted,Extreme,16.0,9.0,10;
157009,1991-10-05,10.0,Shiny Happy People,R.E.M.,10.0,10.0,11;
157010,1991-10-05,11.0,Now That We Found Love,Heavy D & The Boyz,13.0,11.0,15;
