,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
159767,1991-03-30,68.0,High Enough,Damn Yankees,58.0,3.0,28;
159768,"1991-03-30,69,""Deep, Deep Trouble"",The Simpsons Featuring Bart & Homer,75,69,3;",,,,,,
159769,1991-03-30,70.0,How Much Is Enough,The Fixx,,70.0,1;
159770,1991-03-30,71.0,My Heart Is Failing Me,Riff,83.0,71.0,2;
159771,1991-03-30,72.0,Heartbreak Station,Cinderella,85.0,72.0,3;
159772,1991-03-30,73.0,Another Like My Lover,Jasmine Guy,82.0,73.0,2;
159773,1991-03-30,74.0,Chasin' The Wind,Chicago,57.0,39.0,10;
159774,1991-03-30,75.0,I'll Never Let You Go,Steelheart,77.0,75.0,3;
159775,1991-03-30,76.0,Do You Want Me,Salt-N-Pepa,91.0,76.0,2;
159776,1991-03-30,77.0,Step On,Happy Mondays,87.0,77.0,3;
159777,1991-03-30,78.0,Here I Am (Come And Take Me),UB40,97.0,78.0,2;
159778,1991-03-30,79.0,Love Will Never Do (Without You),Janet Jackson,64.0,1.0,20;
159779,1991-03-30,80.0,One In A Million,Trixter,95.0,80.0,3;
159780,1991-03-30,81.0,Disappear,INXS,71.0,8.0,19;
159781,1991-03-30,82.0,Love Makes Things Happen,Pebbles,69.0,13.0,18;
159782,1991-03-30,83.0,Crazy,Daisy Dee,,83.0,1;
159783,1991-03-30,84.0,Wrap My Body Tight,Johnny Gill,88.0,84.0,2;
159784,1991-03-30,85.0,What Comes Naturally,Sheena Easton,,85.0,1;
159785,1991-03-30,86.0,Love Me Forever Or Love Me Not,Trilogy,,86.0,1;
159786,1991-03-30,87.0,Walking In Memphis,Marc Cohn,,87.0,1;
159787,1991-03-30,88.0,Mother's Pride,George Michael,70.0,46.0,9;
159788,1991-03-30,89.0,In Your Arms,Little Caesar,79.0,79.0,5;
159789,1991-03-30,90.0,After The Rain,Nelson,74.0,6.0,22;
159790,1991-03-30,91.0,Made Up My Mind,SaFire,84.0,82.0,5;
159791,1991-03-30,92.0,Here Comes The Hammer,M.C. Hammer,86.0,54.0,13;
159792,1991-03-30,93.0,Sure Lookin',Donny Osmond,93.0,54.0,11;
159793,1991-03-30,94.0,Going Through The Motions,Aftershock,,94.0,1;
159794,1991-03-30,95.0,Another Sleepless Night,Shawn Christopher,80.0,67.0,7;
159795,1991-03-30,96.0,It Never Rains (In Southern California),Tony Toni Tone,92.0,34.0,15;
159796,1991-03-30,97.0,Oooh This I Need,Elisa Fiorillo,90.0,90.0,4;
159797,1991-03-30,98.0,From A Distance,Bette Midler,76.0,2.0,26;
159798,1991-03-30,99.0,Give Peace A Chance,The Peace Choir,63.0,54.0,4;
159799,1991-03-30,100.0,Play That Funky Music,Vanilla Ice,78.0,4.0,17;
159800,1991-03-23,1.0,One More Try,Timmy T.,2.0,1.0,14;
159801,1991-03-23,2.0,Someday,Mariah Carey,1.0,1.0,10;
159802,1991-03-23,3.0,Coming Out Of The Dark,Gloria Estefan,4.0,3.0,9;
159803,1991-03-23,4.0,This House,Tracie Spencer,6.0,4.0,14;
159804,1991-03-23,5.0,Get Here,Oleta Adams,8.0,5.0,15;
159805,1991-03-23,6.0,Hold You Tight,Tara Kemp,10.0,6.0,10;
159806,1991-03-23,7.0,You're In Love,Wilson Phillips,14.0,7.0,7;
159807,1991-03-23,8.0,I've Been Thinking About You,Londonbeat,15.0,8.0,7;
159808,1991-03-23,9.0,Rescue Me,Madonna,11.0,9.0,4;
159809,1991-03-23,10.0,Sadeness Part 1,Enigma,19.0,10.0,7;
159810,1991-03-23,11.0,Signs,Tesla,16.0,11.0,12;
159811,1991-03-23,12.0,Show Me The Way,Styx,3.0,3.0,16;
159812,1991-03-23,13.0,Iesha,Another Bad Creation,17.0,13.0,11;
159813,1991-03-23,14.0,All This Time,Sting,5.0,5.0,10;
159814,1991-03-23,15.0,I'll Be By Your Side,Stevie B,21.0,15.0,8;
159815,1991-03-23,16.0,All The Man That I Need,Whitney Houston,7.0,1.0,14;
159816,1991-03-23,17.0,Rico Suave,Gerardo,22.0,17.0,8;
159817,1991-03-23,18.0,Round And Round,Tevin Campbell,20.0,18.0,16;
159818,1991-03-23,19.0,Where Does My Heart Beat Now,Celine Dion,9.0,4.0,16;
159819,1991-03-23,20.0,I'll Do 4 U,Father M.C.,24.0,20.0,11;
159820,1991-03-23,21.0,The Star Spangled Banner,Whitney Houston,25.0,21.0,3;
159821,1991-03-23,22.0,Baby Baby,Amy Grant,27.0,22.0,5;
159822,1991-03-23,23.0,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,18.0,1.0,19;
159823,1991-03-23,24.0,Around The Way Girl,LL Cool J,12.0,9.0,17;
159824,1991-03-23,25.0,Mercy Mercy Me (The Ecology)/I Want You,Robert Palmer,26.0,25.0,6;
159825,1991-03-23,26.0,Joyride,Roxette,30.0,26.0,4;
159826,1991-03-23,27.0,Waiting For Love,Alias,13.0,13.0,10;
159827,1991-03-23,28.0,Cry For Help,Rick Astley,29.0,28.0,6;
159828,1991-03-23,29.0,Wicked Game,Chris Isaak,23.0,6.0,17;
159829,1991-03-23,30.0,My Side Of The Bed,Susanna Hoffs,32.0,30.0,8;
159830,1991-03-23,31.0,Something In My Heart,Michel'le,31.0,31.0,11;
159831,1991-03-23,32.0,I Like The Way (The Kissing Game),Hi-Five,35.0,32.0,5;
159832,"1991-03-23,33,""Just The Way It Is, Baby"",The Rembrandts,34,33,7;",,,,,,
159833,1991-03-23,34.0,Touch Me (All Night Long),Cathy Dennis,42.0,34.0,4;
159834,1991-03-23,35.0,How To Dance,Bingo Boys Featuring Princessa,38.0,35.0,6;
159835,1991-03-23,36.0,Here We Go,C+C Music Factory/F. Williams,44.0,36.0,4;
159836,1991-03-23,37.0,Together Forever,Lisette Melendez,37.0,37.0,8;
159837,1991-03-23,38.0,Ride The Wind,Poison,41.0,38.0,8;
159838,1991-03-23,39.0,The First Time,Surface,28.0,1.0,21;
159839,1991-03-23,40.0,Rhythm Of My Heart,Rod Stewart,53.0,40.0,2;
159840,1991-03-23,41.0,Written All Over Your Face,The Rude Boys,47.0,41.0,3;
159841,1991-03-23,42.0,Easy Come Easy Go,Winger,45.0,42.0,7;
159842,1991-03-23,43.0,I Touch Myself,Divinyls,61.0,43.0,3;
159843,1991-03-23,44.0,Call It Poison,The Escape Club,46.0,44.0,5;
159844,1991-03-23,45.0,If You Needed Somebody,Bad Company,33.0,16.0,20;
159845,1991-03-23,46.0,Stone Cold Gentleman,Ralph Tresvant,54.0,46.0,5;
159846,1991-03-23,47.0,Let's Chill,Guy,56.0,47.0,5;
159847,1991-03-23,48.0,Temple Of Love,Harriet,55.0,48.0,6;
159848,1991-03-23,49.0,More Than Ever,Nelson,62.0,49.0,3;
159849,1991-03-23,50.0,I'll Give All My Love To You,Keith Sweat,43.0,7.0,17;
159850,1991-03-23,51.0,I Saw Red,Warrant,36.0,10.0,17;
159851,1991-03-23,52.0,I Love You,Vanilla Ice,57.0,52.0,5;
159852,1991-03-23,53.0,Deeper Shade Of Soul,Urban Dance Squad,40.0,21.0,15;
159853,1991-03-23,54.0,All True Man,Alexander O'Neal,63.0,54.0,5;
159854,1991-03-23,55.0,You Don't Have To Go Home Tonight,The Triplets,75.0,55.0,2;
159855,1991-03-23,56.0,Voices That Care,Voices That Care,76.0,56.0,2;
159856,1991-03-23,57.0,Chasin' The Wind,Chicago,39.0,39.0,9;
159857,1991-03-23,58.0,High Enough,Damn Yankees,49.0,3.0,27;
159858,1991-03-23,59.0,Save Some Love,Keedy,91.0,59.0,2;
159859,1991-03-23,60.0,Funk Boutique,The Cover Girls,59.0,55.0,7;
159860,1991-03-23,61.0,Highwire,The Rolling Stones,72.0,61.0,3;
159861,1991-03-23,62.0,Call It Rock N' Roll,Great White,73.0,62.0,3;
159862,1991-03-23,63.0,Give Peace A Chance,The Peace Choir,58.0,54.0,3;
159863,1991-03-23,64.0,Love Will Never Do (Without You),Janet Jackson,48.0,1.0,19;
159864,1991-03-23,65.0,Don't Treat Me Bad,Firehouse,71.0,65.0,3;
159865,1991-03-23,66.0,That's Why,The Party,69.0,66.0,4;
159866,1991-03-23,67.0,Silent Lucidity,Queensryche,,67.0,1;
159867,1991-03-23,68.0,It's A Shame (My Sister),Monie Love Featuring True Image,81.0,68.0,2;
159868,1991-03-23,69.0,Love Makes Things Happen,Pebbles,52.0,13.0,17;
159869,1991-03-23,70.0,Mother's Pride,George Michael,50.0,46.0,8;
159870,1991-03-23,71.0,Disappear,INXS,51.0,8.0,18;
159871,1991-03-23,72.0,She Talks To Angels,The Black Crowes,92.0,72.0,2;
159872,1991-03-23,73.0,Baby's Coming Back,Jellyfish,87.0,73.0,3;
159873,1991-03-23,74.0,After The Rain,Nelson,65.0,6.0,21;
159874,"1991-03-23,75,""Deep, Deep Trouble"",The Simpsons Featuring Bart & Homer,89,75,2;",,,,,,
159875,1991-03-23,76.0,From A Distance,Bette Midler,66.0,2.0,25;
159876,1991-03-23,77.0,I'll Never Let You Go,Steelheart,77.0,77.0,2;
159877,1991-03-23,78.0,Play That Funky Music,Vanilla Ice,64.0,4.0,16;
159878,1991-03-23,79.0,In Your Arms,Little Caesar,79.0,79.0,4;
159879,1991-03-23,80.0,Another Sleepless Night,Shawn Christopher,67.0,67.0,6;
159880,1991-03-23,81.0,More Than Words,Extreme,,81.0,1;
159881,1991-03-23,82.0,Another Like My Lover,Jasmine Guy,,82.0,1;
159882,1991-03-23,83.0,My Heart Is Failing Me,Riff,,83.0,1;
159883,1991-03-23,84.0,Made Up My Mind,SaFire,82.0,82.0,4;
159884,1991-03-23,85.0,Heartbreak Station,Cinderella,99.0,85.0,2;
159885,1991-03-23,86.0,Here Comes The Hammer,M.C. Hammer,70.0,54.0,12;
159886,1991-03-23,87.0,Step On,Happy Mondays,95.0,87.0,2;
159887,1991-03-23,88.0,Wrap My Body Tight,Johnny Gill,,88.0,1;
159888,1991-03-23,89.0,Unchained Melody,The Righteous Brothers,85.0,19.0,25;
159889,1991-03-23,90.0,Oooh This I Need,Elisa Fiorillo,96.0,90.0,3;
159890,1991-03-23,91.0,Do You Want Me,Salt-N-Pepa,,91.0,1;
159891,1991-03-23,92.0,It Never Rains (In Southern California),Tony Toni Tone,83.0,34.0,14;
159892,1991-03-23,93.0,Sure Lookin',Donny Osmond,84.0,54.0,10;
159893,1991-03-23,94.0,Waiting For That Day,George Michael,60.0,27.0,10;
159894,1991-03-23,95.0,One In A Million,Trixter,97.0,95.0,2;
159895,1991-03-23,96.0,Heat Of The Moment,After 7,78.0,19.0,30;
159896,1991-03-23,97.0,Here I Am (Come And Take Me),UB40,,97.0,1;
159897,1991-03-23,98.0,Moneytalks,AC/DC,68.0,23.0,16;
159898,1991-03-23,99.0,Just Another Dream,Cathy Dennis,74.0,9.0,22;
159899,1991-03-23,100.0,Secret,Heart,80.0,64.0,8;
159900,1991-03-16,1.0,Someday,Mariah Carey,1.0,1.0,9;
159901,1991-03-16,2.0,One More Try,Timmy T.,2.0,2.0,13;
159902,1991-03-16,3.0,Show Me The Way,Styx,5.0,3.0,15;
159903,1991-03-16,4.0,Coming Out Of The Dark,Gloria Estefan,9.0,4.0,8;
159904,1991-03-16,5.0,All This Time,Sting,6.0,5.0,9;
159905,1991-03-16,6.0,This House,Tracie Spencer,8.0,6.0,13;
159906,1991-03-16,7.0,All The Man That I Need,Whitney Houston,3.0,1.0,13;
159907,1991-03-16,8.0,Get Here,Oleta Adams,11.0,8.0,14;
159908,1991-03-16,9.0,Where Does My Heart Beat Now,Celine Dion,4.0,4.0,15;
159909,1991-03-16,10.0,Hold You Tight,Tara Kemp,13.0,10.0,9;
159910,1991-03-16,11.0,Rescue Me,Madonna,14.0,11.0,3;
159911,1991-03-16,12.0,Around The Way Girl,LL Cool J,12.0,9.0,16;
159912,1991-03-16,13.0,Waiting For Love,Alias,15.0,13.0,9;
159913,1991-03-16,14.0,You're In Love,Wilson Phillips,19.0,14.0,6;
159914,1991-03-16,15.0,I've Been Thinking About You,Londonbeat,18.0,15.0,6;
159915,1991-03-16,16.0,Signs,Tesla,16.0,16.0,11;
159916,1991-03-16,17.0,Iesha,Another Bad Creation,17.0,17.0,10;
159917,1991-03-16,18.0,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,7.0,1.0,18;
159918,1991-03-16,19.0,Sadeness Part 1,Enigma,23.0,19.0,6;
159919,1991-03-16,20.0,Round And Round,Tevin Campbell,21.0,20.0,15;
159920,1991-03-16,21.0,I'll Be By Your Side,Stevie B,26.0,21.0,7;
159921,1991-03-16,22.0,Rico Suave,Gerardo,24.0,22.0,7;
159922,1991-03-16,23.0,Wicked Game,Chris Isaak,10.0,6.0,16;
159923,1991-03-16,24.0,I'll Do 4 U,Father M.C.,25.0,24.0,10;
159924,1991-03-16,25.0,The Star Spangled Banner,Whitney Houston,32.0,25.0,2;
159925,1991-03-16,26.0,Mercy Mercy Me (The Ecology)/I Want You,Robert Palmer,30.0,26.0,5;
159926,1991-03-16,27.0,Baby Baby,Amy Grant,33.0,27.0,4;
159927,1991-03-16,28.0,The First Time,Surface,22.0,1.0,20;
159928,1991-03-16,29.0,Cry For Help,Rick Astley,36.0,29.0,5;
159929,1991-03-16,30.0,Joyride,Roxette,41.0,30.0,3;
159930,1991-03-16,31.0,Something In My Heart,Michel'le,34.0,31.0,10;
159931,1991-03-16,32.0,My Side Of The Bed,Susanna Hoffs,37.0,32.0,7;
159932,1991-03-16,33.0,If You Needed Somebody,Bad Company,20.0,16.0,19;
159933,"1991-03-16,34,""Just The Way It Is, Baby"",The Rembrandts,42,34,6;",,,,,,
159934,1991-03-16,35.0,I Like The Way (The Kissing Game),Hi-Five,47.0,35.0,4;
159935,1991-03-16,36.0,I Saw Red,Warrant,27.0,10.0,16;
159936,1991-03-16,37.0,Together Forever,Lisette Melendez,45.0,37.0,7;
159937,1991-03-16,38.0,How To Dance,Bingo Boys Featuring Princessa,44.0,38.0,5;
159938,1991-03-16,39.0,Chasin' The Wind,Chicago,39.0,39.0,8;
159939,1991-03-16,40.0,Deeper Shade Of Soul,Urban Dance Squad,28.0,21.0,14;
159940,1991-03-16,41.0,Ride The Wind,Poison,48.0,41.0,7;
159941,1991-03-16,42.0,Touch Me (All Night Long),Cathy Dennis,52.0,42.0,3;
159942,1991-03-16,43.0,I'll Give All My Love To You,Keith Sweat,29.0,7.0,16;
159943,1991-03-16,44.0,Here We Go,C+C Music Factory/F. Williams,56.0,44.0,3;
159944,1991-03-16,45.0,Easy Come Easy Go,Winger,51.0,45.0,6;
159945,1991-03-16,46.0,Call It Poison,The Escape Club,53.0,46.0,4;
159946,1991-03-16,47.0,Written All Over Your Face,The Rude Boys,60.0,47.0,2;
159947,1991-03-16,48.0,Love Will Never Do (Without You),Janet Jackson,40.0,1.0,18;
159948,1991-03-16,49.0,High Enough,Damn Yankees,43.0,3.0,26;
159949,1991-03-16,50.0,Mother's Pride,George Michael,49.0,46.0,7;
159950,1991-03-16,51.0,Disappear,INXS,38.0,8.0,17;
159951,1991-03-16,52.0,Love Makes Things Happen,Pebbles,35.0,13.0,16;
159952,1991-03-16,53.0,Rhythm Of My Heart,Rod Stewart,,53.0,1;
159953,1991-03-16,54.0,Stone Cold Gentleman,Ralph Tresvant,61.0,54.0,4;
159954,1991-03-16,55.0,Temple Of Love,Harriet,62.0,55.0,5;
159955,1991-03-16,56.0,Let's Chill,Guy,65.0,56.0,4;
159956,1991-03-16,57.0,I Love You,Vanilla Ice,64.0,57.0,4;
159957,1991-03-16,58.0,Give Peace A Chance,The Peace Choir,54.0,54.0,2;
159958,1991-03-16,59.0,Funk Boutique,The Cover Girls,55.0,55.0,6;
159959,1991-03-16,60.0,Waiting For That Day,George Michael,31.0,27.0,9;
159960,1991-03-16,61.0,I Touch Myself,Divinyls,78.0,61.0,2;
159961,1991-03-16,62.0,More Than Ever,Nelson,81.0,62.0,2;
159962,1991-03-16,63.0,All True Man,Alexander O'Neal,73.0,63.0,4;
159963,1991-03-16,64.0,Play That Funky Music,Vanilla Ice,46.0,4.0,15;
159964,1991-03-16,65.0,After The Rain,Nelson,50.0,6.0,20;
159965,1991-03-16,66.0,From A Distance,Bette Midler,71.0,2.0,24;
159966,1991-03-16,67.0,Another Sleepless Night,Shawn Christopher,68.0,67.0,5;
159967,1991-03-16,68.0,Moneytalks,AC/DC,59.0,23.0,15;
159968,1991-03-16,69.0,That's Why,The Party,77.0,69.0,3;
159969,1991-03-16,70.0,Here Comes The Hammer,M.C. Hammer,70.0,54.0,11;
159970,1991-03-16,71.0,Don't Treat Me Bad,Firehouse,86.0,71.0,2;
159971,1991-03-16,72.0,Highwire,The Rolling Stones,94.0,72.0,2;
159972,1991-03-16,73.0,Call It Rock N' Roll,Great White,79.0,73.0,2;
159973,1991-03-16,74.0,Just Another Dream,Cathy Dennis,57.0,9.0,21;
159974,1991-03-16,75.0,You Don't Have To Go Home Tonight,The Triplets,,75.0,1;
159975,1991-03-16,76.0,Voices That Care,Voices That Care,,76.0,1;
159976,1991-03-16,77.0,I'll Never Let You Go,Steelheart,,77.0,1;
159977,1991-03-16,78.0,Heat Of The Moment,After 7,58.0,19.0,29;
159978,1991-03-16,79.0,In Your Arms,Little Caesar,83.0,79.0,3;
159979,1991-03-16,80.0,Secret,Heart,72.0,64.0,7;
159980,1991-03-16,81.0,It's A Shame (My Sister),Monie Love Featuring True Image,,81.0,1;
159981,1991-03-16,82.0,Made Up My Mind,SaFire,84.0,82.0,3;
159982,1991-03-16,83.0,It Never Rains (In Southern California),Tony Toni Tone,66.0,34.0,13;
159983,1991-03-16,84.0,Sure Lookin',Donny Osmond,67.0,54.0,9;
159984,1991-03-16,85.0,Unchained Melody,The Righteous Brothers,76.0,19.0,24;
159985,1991-03-16,86.0,I've Been Waiting For You,Guys Next Door,75.0,42.0,11;
159986,1991-03-16,87.0,Baby's Coming Back,Jellyfish,98.0,87.0,2;
159987,1991-03-16,88.0,Spend My Life,Slaughter,74.0,39.0,13;
159988,"1991-03-16,89,""Deep, Deep Trouble"",The Simpsons Featuring Bart & Homer,,89,1;",,,,,,
159989,1991-03-16,90.0,I'm Not In Love,Will To Power,69.0,7.0,18;
159990,1991-03-16,91.0,Save Some Love,Keedy,,91.0,1;
159991,1991-03-16,92.0,She Talks To Angels,The Black Crowes,,92.0,1;
159992,1991-03-16,93.0,No Matter What,George LaMond (Duet With Brenda K. Starr),89.0,49.0,16;
159993,1991-03-16,94.0,Sensitivity,Ralph Tresvant,63.0,4.0,20;
159994,1991-03-16,95.0,Step On,Happy Mondays,,95.0,1;
159995,1991-03-16,96.0,Oooh This I Need,Elisa Fiorillo,97.0,96.0,2;
159996,1991-03-16,97.0,One In A Million,Trixter,,97.0,1;
159997,1991-03-16,98.0,Don't Hold Back Your Love,Daryl Hall John Oates,80.0,41.0,11;
159998,1991-03-16,99.0,Heartbreak Station,Cinderella,,99.0,1;
159999,1991-03-16,100.0,This Is Ponderous,2nu,88.0,46.0,13;
160000,1991-03-09,1.0,Someday,Mariah Carey,2.0,1.0,8;
160001,1991-03-09,2.0,One More Try,Timmy T.,3.0,2.0,12;
160002,1991-03-09,3.0,All The Man That I Need,Whitney Houston,1.0,1.0,12;
160003,1991-03-09,4.0,Where Does My Heart Beat Now,Celine Dion,4.0,4.0,14;
160004,1991-03-09,5.0,Show Me The Way,Styx,7.0,5.0,14;
160005,1991-03-09,6.0,All This Time,Sting,8.0,6.0,8;
160006,1991-03-09,7.0,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,5.0,1.0,17;
160007,1991-03-09,8.0,This House,Tracie Spencer,13.0,8.0,12;
160008,1991-03-09,9.0,Coming Out Of The Dark,Gloria Estefan,10.0,9.0,7;
160009,1991-03-09,10.0,Wicked Game,Chris Isaak,6.0,6.0,15;
160010,1991-03-09,11.0,Get Here,Oleta Adams,14.0,11.0,13;
160011,1991-03-09,12.0,Around The Way Girl,LL Cool J,9.0,9.0,15;
160012,1991-03-09,13.0,Hold You Tight,Tara Kemp,19.0,13.0,8;
160013,1991-03-09,14.0,Rescue Me,Madonna,15.0,14.0,2;
160014,1991-03-09,15.0,Waiting For Love,Alias,17.0,15.0,8;
160015,1991-03-09,16.0,Signs,Tesla,20.0,16.0,10;
160016,1991-03-09,17.0,Iesha,Another Bad Creation,18.0,17.0,9;
160017,1991-03-09,18.0,I've Been Thinking About You,Londonbeat,25.0,18.0,5;
160018,1991-03-09,19.0,You're In Love,Wilson Phillips,29.0,19.0,5;
160019,1991-03-09,20.0,If You Needed Somebody,Bad Company,16.0,16.0,18;
160020,1991-03-09,21.0,Round And Round,Tevin Campbell,24.0,21.0,14;
160021,1991-03-09,22.0,The First Time,Surface,11.0,1.0,19;
160022,1991-03-09,23.0,Sadeness Part 1,Enigma,35.0,23.0,5;
160023,1991-03-09,24.0,Rico Suave,Gerardo,34.0,24.0,6;
160024,1991-03-09,25.0,I'll Do 4 U,Father M.C.,28.0,25.0,9;
160025,1991-03-09,26.0,I'll Be By Your Side,Stevie B,31.0,26.0,6;
160026,1991-03-09,27.0,I Saw Red,Warrant,12.0,10.0,15;
160027,1991-03-09,28.0,Deeper Shade Of Soul,Urban Dance Squad,21.0,21.0,13;
160028,1991-03-09,29.0,I'll Give All My Love To You,Keith Sweat,23.0,7.0,15;
160029,1991-03-09,30.0,Mercy Mercy Me (The Ecology)/I Want You,Robert Palmer,39.0,30.0,4;
160030,1991-03-09,31.0,Waiting For That Day,George Michael,27.0,27.0,8;
160031,1991-03-09,32.0,The Star Spangled Banner,Whitney Houston,,32.0,1;
160032,1991-03-09,33.0,Baby Baby,Amy Grant,48.0,33.0,3;
160033,1991-03-09,34.0,Something In My Heart,Michel'le,38.0,34.0,9;
160034,1991-03-09,35.0,Love Makes Things Happen,Pebbles,22.0,13.0,15;
160035,1991-03-09,36.0,Cry For Help,Rick Astley,44.0,36.0,4;
160036,1991-03-09,37.0,My Side Of The Bed,Susanna Hoffs,40.0,37.0,6;
160037,1991-03-09,38.0,Disappear,INXS,26.0,8.0,16;
160038,1991-03-09,39.0,Chasin' The Wind,Chicago,42.0,39.0,7;
160039,1991-03-09,40.0,Love Will Never Do (Without You),Janet Jackson,30.0,1.0,17;
160040,1991-03-09,41.0,Joyride,Roxette,57.0,41.0,2;
160041,"1991-03-09,42,""Just The Way It Is, Baby"",The Rembrandts,49,42,5;",,,,,,
160042,1991-03-09,43.0,High Enough,Damn Yankees,33.0,3.0,25;
160043,1991-03-09,44.0,How To Dance,Bingo Boys Featuring Princessa,54.0,44.0,4;
160044,1991-03-09,45.0,Together Forever,Lisette Melendez,53.0,45.0,6;
160045,1991-03-09,46.0,Play That Funky Music,Vanilla Ice,32.0,4.0,14;
160046,1991-03-09,47.0,I Like The Way (The Kissing Game),Hi-Five,73.0,47.0,3;
160047,1991-03-09,48.0,Ride The Wind,Poison,51.0,48.0,6;
160048,1991-03-09,49.0,Mother's Pride,George Michael,46.0,46.0,6;
160049,1991-03-09,50.0,After The Rain,Nelson,36.0,6.0,19;
160050,1991-03-09,51.0,Easy Come Easy Go,Winger,56.0,51.0,5;
160051,1991-03-09,52.0,Touch Me (All Night Long),Cathy Dennis,78.0,52.0,2;
160052,1991-03-09,53.0,Call It Poison,The Escape Club,60.0,53.0,3;
160053,1991-03-09,54.0,Give Peace A Chance,The Peace Choir,,54.0,1;
160054,1991-03-09,55.0,Funk Boutique,The Cover Girls,59.0,55.0,5;
160055,1991-03-09,56.0,Here We Go,C+C Music Factory/F. Williams,82.0,56.0,2;
160056,1991-03-09,57.0,Just Another Dream,Cathy Dennis,47.0,9.0,20;
160057,1991-03-09,58.0,Heat Of The Moment,After 7,43.0,19.0,28;
160058,1991-03-09,59.0,Moneytalks,AC/DC,41.0,23.0,14;
160059,1991-03-09,60.0,Written All Over Your Face,The Rude Boys,,60.0,1;
160060,1991-03-09,61.0,Stone Cold Gentleman,Ralph Tresvant,69.0,61.0,3;
160061,1991-03-09,62.0,Temple Of Love,Harriet,68.0,62.0,4;
160062,1991-03-09,63.0,Sensitivity,Ralph Tresvant,37.0,4.0,19;
160063,1991-03-09,64.0,I Love You,Vanilla Ice,76.0,64.0,3;
160064,1991-03-09,65.0,Let's Chill,Guy,71.0,65.0,3;
160065,1991-03-09,66.0,It Never Rains (In Southern California),Tony Toni Tone,45.0,34.0,12;
160066,1991-03-09,67.0,Sure Lookin',Donny Osmond,55.0,54.0,8;
160067,1991-03-09,68.0,Another Sleepless Night,Shawn Christopher,72.0,68.0,4;
160068,1991-03-09,69.0,I'm Not In Love,Will To Power,52.0,7.0,17;
160069,1991-03-09,70.0,Here Comes The Hammer,M.C. Hammer,66.0,54.0,10;
160070,1991-03-09,71.0,From A Distance,Bette Midler,50.0,2.0,23;
160071,1991-03-09,72.0,Secret,Heart,64.0,64.0,6;
160072,1991-03-09,73.0,All True Man,Alexander O'Neal,81.0,73.0,3;
160073,1991-03-09,74.0,Spend My Life,Slaughter,58.0,39.0,12;
160074,1991-03-09,75.0,I've Been Waiting For You,Guys Next Door,61.0,42.0,10;
160075,1991-03-09,76.0,Unchained Melody,The Righteous Brothers,75.0,19.0,23;
160076,1991-03-09,77.0,That's Why,The Party,96.0,77.0,2;
160077,1991-03-09,78.0,I Touch Myself,Divinyls,,78.0,1;
160078,1991-03-09,79.0,Call It Rock N' Roll,Great White,,79.0,1;
160079,1991-03-09,80.0,Don't Hold Back Your Love,Daryl Hall John Oates,67.0,41.0,10;
160080,1991-03-09,81.0,More Than Ever,Nelson,,81.0,1;
160081,1991-03-09,82.0,Night And Day,Bette Midler,63.0,62.0,7;
160082,1991-03-09,83.0,In Your Arms,Little Caesar,89.0,83.0,2;
160083,1991-03-09,84.0,Made Up My Mind,SaFire,98.0,84.0,2;
160084,1991-03-09,85.0,Power Of Love,Deee-Lite,62.0,47.0,10;
160085,1991-03-09,86.0,Don't Treat Me Bad,Firehouse,,86.0,1;
160086,1991-03-09,87.0,When Will I See You Smile Again?,Bell Biv DeVoe,80.0,63.0,8;
160087,1991-03-09,88.0,This Is Ponderous,2nu,65.0,46.0,12;
160088,1991-03-09,89.0,No Matter What,George LaMond (Duet With Brenda K. Starr),79.0,49.0,15;
160089,1991-03-09,90.0,Love Takes Time,Mariah Carey,84.0,1.0,26;
160090,1991-03-09,91.0,The Shoop Shoop Song (It's In His Kiss),Cher,77.0,33.0,16;
160091,1991-03-09,92.0,I Don't Know Anybody Else,Black Box,70.0,23.0,14;
160092,1991-03-09,93.0,Because I Love You (The Postman Song),Stevie B,83.0,1.0,23;
160093,1991-03-09,94.0,Highwire,The Rolling Stones,,94.0,1;
160094,1991-03-09,95.0,House Full Of Reasons,Jude Cole,93.0,69.0,15;
160095,1991-03-09,96.0,Miles Away,Winger,74.0,12.0,22;
160096,1991-03-09,97.0,Oooh This I Need,Elisa Fiorillo,,97.0,1;
160097,1991-03-09,98.0,Baby's Coming Back,Jellyfish,,98.0,1;
160098,1991-03-09,99.0,Give It Up,ZZ Top,88.0,79.0,5;
160099,1991-03-09,100.0,What's It Gonna Be,Jellybean Featuring Niki Haris,91.0,90.0,5;
160100,1991-03-02,1.0,All The Man That I Need,Whitney Houston,1.0,1.0,11;
160101,1991-03-02,2.0,Someday,Mariah Carey,4.0,2.0,7;
160102,1991-03-02,3.0,One More Try,Timmy T.,3.0,3.0,11;
160103,1991-03-02,4.0,Where Does My Heart Beat Now,Celine Dion,5.0,4.0,13;
160104,1991-03-02,5.0,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,2.0,1.0,16;
160105,1991-03-02,6.0,Wicked Game,Chris Isaak,7.0,6.0,14;
160106,1991-03-02,7.0,Show Me The Way,Styx,11.0,7.0,13;
160107,1991-03-02,8.0,All This Time,Sting,13.0,8.0,7;
