,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
171400,1988-12-31,1.0,Every Rose Has Its Thorn,Poison,1.0,1.0,10;
171401,1988-12-31,2.0,My Prerogative,Bobby Brown,2.0,2.0,11;
171402,1988-12-31,3.0,Look Away,Chicago,3.0,1.0,15;
171403,1988-12-31,4.0,Giving You The Best That I Got,Anita Baker,4.0,3.0,15;
171404,1988-12-31,5.0,Waiting For A Star To Fall,Boy Meets Girl,5.0,5.0,17;
171405,1988-12-31,6.0,Two Hearts,Phil Collins,6.0,6.0,7;
171406,1988-12-31,7.0,Welcome To The Jungle,Guns N' Roses,7.0,7.0,11;
171407,1988-12-31,8.0,In Your Room,The Bangles,8.0,8.0,12;
171408,1988-12-31,9.0,Walk On Water,Eddie Money,9.0,9.0,14;
171409,1988-12-31,10.0,Don't Rush Me,Taylor Dayne,10.0,10.0,9;
171410,"1988-12-31,11,""Baby, I Love Your Way/Freebird Medley"",Will To Power,11,1,17;",,,,,,
171411,1988-12-31,12.0,Armageddon It,Def Leppard,12.0,12.0,7;
171412,1988-12-31,13.0,Smooth Criminal,Michael Jackson,13.0,13.0,8;
171413,1988-12-31,14.0,I Remember Holding You,Boys Club,14.0,14.0,11;
171414,1988-12-31,15.0,I Don't Want Your Love,Duran Duran,15.0,4.0,12;
171415,1988-12-31,16.0,Silhouette,Kenny G,16.0,16.0,10;
171416,1988-12-31,17.0,How Can I Fall?,Breathe,17.0,3.0,17;
171417,1988-12-31,18.0,The Promise,When In Rome,18.0,11.0,18;
171418,1988-12-31,19.0,Put A Little Love In Your Heart,Annie Lennox & Al Green,19.0,19.0,9;
171419,1988-12-31,20.0,Finish What Ya Started,Van Halen,20.0,13.0,14;
171420,1988-12-31,21.0,Spy In The House Of Love,Was (Not Was),21.0,16.0,14;
171421,1988-12-31,22.0,The Way You Love Me,Karyn White,22.0,22.0,12;
171422,1988-12-31,23.0,Early In The Morning,Robert Palmer,23.0,19.0,11;
171423,1988-12-31,24.0,All This Time,Tiffany,24.0,24.0,9;
171424,1988-12-31,25.0,When The Children Cry,White Lion,25.0,25.0,9;
171425,1988-12-31,26.0,Born To Be My Baby,Bon Jovi,26.0,26.0,6;
171426,1988-12-31,27.0,When I'm With You,Sheriff,27.0,27.0,13;
171427,1988-12-31,28.0,Little Liar,Joan Jett & the Blackhearts,28.0,28.0,10;
171428,1988-12-31,29.0,Holding On,Steve Winwood,29.0,29.0,6;
171429,1988-12-31,30.0,Wild World,Maxi Priest,30.0,30.0,10;
171430,1988-12-31,31.0,I Wanna Have Some Fun,Samantha Fox,31.0,31.0,8;
171431,1988-12-31,32.0,Thanks For My Child,Cheryl Pepsii Riley,32.0,32.0,10;
171432,1988-12-31,33.0,Ghost Town,Cheap Trick,33.0,33.0,9;
171433,1988-12-31,34.0,The Lover In Me,Sheena Easton,34.0,34.0,9;
171434,1988-12-31,35.0,Straight Up,Paula Abdul,35.0,35.0,5;
171435,1988-12-31,36.0,Desire,U2,36.0,3.0,14;
171436,1988-12-31,37.0,Wild Thing,Tone-Loc,37.0,37.0,5;
171437,"1988-12-31,38,""Kokomo (From""""Cocktail"""" )"",The Beach Boys,38,1,18;",,,,,,
171438,"1988-12-31,39,""Wild, Wild West"",The Escape Club,39,1,20;",,,,,,
171439,1988-12-31,40.0,Kiss,The Art Of Noise Featuring Tom Jones,40.0,40.0,5;
171440,1988-12-31,41.0,Walking Away,Information Society,41.0,41.0,6;
171441,1988-12-31,42.0,Back On Holiday,Robbie Nevil,42.0,42.0,8;
171442,1988-12-31,43.0,Bad Medicine,Bon Jovi,43.0,1.0,15;
171443,1988-12-31,44.0,She Wants To Dance With Me,Rick Astley,44.0,44.0,3;
171444,1988-12-31,45.0,What I Am,Edie Brickell & New Bohemians,45.0,45.0,6;
171445,1988-12-31,46.0,Dial My Heart,The Boys,46.0,46.0,4;
