,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
82700,2005-12-31,1.0,Don't Forget About Us,Mariah Carey,2.0,1.0,11;
82701,2005-12-31,2.0,Run It!,Chris Brown,1.0,1.0,19;
82702,"2005-12-31,3,Grillz,""Nelly Featuring Paul Wall, Ali & Gipp"",4,3,7;",,,,,,
82703,2005-12-31,4.0,Laffy Taffy,D4L,3.0,2.0,14;
82704,2005-12-31,5.0,Stickwitu,The Pussycat Dolls,7.0,5.0,11;
82705,2005-12-31,6.0,Photograph,Nickelback,5.0,2.0,17;
82706,2005-12-31,7.0,Gold Digger,Kanye West Featuring Jamie Foxx,6.0,1.0,23;
82707,2005-12-31,8.0,Check On It,Beyonce Featuring Slim Thug,18.0,8.0,7;
82708,2005-12-31,9.0,Because Of You,Kelly Clarkson,10.0,7.0,18;
82709,2005-12-31,10.0,There It Go! (The Whistle Song),Juelz Santana,12.0,10.0,12;
82710,2005-12-31,11.0,My Humps,The Black Eyed Peas,9.0,3.0,20;
82711,2005-12-31,12.0,One Wish,Ray J,16.0,12.0,13;
82712,2005-12-31,13.0,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,13.0,13.0,15;
82713,2005-12-31,14.0,Soul Survivor,Young Jeezy Featuring Akon,11.0,4.0,18;
82714,"2005-12-31,15,I Think They Like Me,""Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow"",17,15,15;",,,,,,
82715,2005-12-31,16.0,When I'm Gone,Eminem,8.0,8.0,6;
82716,2005-12-31,17.0,I'm Sprung,T-Pain,14.0,8.0,19;
82717,2005-12-31,18.0,Here We Go,Trina Featuring Kelly Rowland,20.0,17.0,13;
82718,2005-12-31,19.0,We Be Burnin',Sean Paul,15.0,6.0,16;
82719,2005-12-31,20.0,Be Without You,Mary J. Blige,25.0,20.0,6;
82720,2005-12-31,21.0,Hung Up,Madonna,19.0,7.0,9;
82721,"2005-12-31,22,""Sugar, We're Goin' Down"",Fall Out Boy,21,8,27;",,,,,,
82722,2005-12-31,23.0,You're Beautiful,James Blunt,22.0,22.0,8;
82723,"2005-12-31,24,""Dance, Dance"",Fall Out Boy,24,22,9;",,,,,,
82724,2005-12-31,25.0,Luxurious,Gwen Stefani,23.0,21.0,9;
82725,2005-12-31,26.0,So Sick,Ne-Yo,35.0,26.0,4;
82726,2005-12-31,27.0,Dirty Little Secret,The All-American Rejects,28.0,27.0,21;
82727,2005-12-31,28.0,Heard 'Em Say,Kanye West Featuring Adam Levine,26.0,26.0,10;
82728,2005-12-31,29.0,You And Me,Lifehouse,29.0,5.0,46;
82729,2005-12-31,30.0,Feel Good Inc,Gorillaz,33.0,14.0,32;
82730,"2005-12-31,31,""Jesus, Take The Wheel"",Carrie Underwood,42,31,7;",,,,,,
82731,2005-12-31,32.0,Fireman,Lil Wayne,36.0,32.0,7;
82732,2005-12-31,33.0,Wake Me Up When September Ends,Green Day,30.0,6.0,22;
82733,2005-12-31,34.0,I Should Have Cheated,Keyshia Cole,31.0,30.0,13;
82734,2005-12-31,35.0,Kryptonite (I'm On It),Purple Ribbon All-Stars,43.0,35.0,6;
82735,2005-12-31,36.0,If It's Lovin' That You Want,Rihanna,38.0,36.0,11;
82736,2005-12-31,37.0,Beverly Hills,Weezer,37.0,10.0,38;
82737,2005-12-31,38.0,Honky Tonk Badonkadonk,Trace Adkins,46.0,38.0,9;
82738,2005-12-31,39.0,Must Be Doin' Somethin' Right,Billy Currington,44.0,39.0,11;
82739,2005-12-31,40.0,Come A Little Closer,Dierks Bentley,39.0,31.0,15;
82740,2005-12-31,41.0,Shake It Off,Mariah Carey,32.0,2.0,23;
82741,2005-12-31,42.0,Girl Tonite,Twista Featuring Trey Songz,34.0,14.0,17;
82742,2005-12-31,43.0,Turn It Up,Chamillionaire Featuring Lil' Flip,48.0,43.0,9;
82743,2005-12-31,44.0,Tequila Makes Her Clothes Fall Off,Joe Nichols,41.0,32.0,12;
82744,2005-12-31,45.0,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,45.0,2.0,35;
82745,2005-12-31,46.0,Window Shopper,50 Cent,27.0,20.0,8;
82746,2005-12-31,47.0,Unpredictable,Jamie Foxx Featuring Ludacris,58.0,47.0,5;
82747,2005-12-31,48.0,Georgia,Ludacris & Field Mob Featuring Jamie Foxx,,48.0,1;
82748,2005-12-31,49.0,Unbreakable,Alicia Keys,40.0,34.0,14;
82749,2005-12-31,50.0,We Belong Together,Mariah Carey,49.0,1.0,38;
82750,2005-12-31,51.0,Unwritten,Natasha Bedingfield,60.0,51.0,4;
82751,2005-12-31,52.0,Shake That,Eminem Featuring Nate Dogg,76.0,52.0,2;
82752,2005-12-31,53.0,Like We Never Loved At All,Faith Hill,51.0,45.0,13;
82753,2005-12-31,54.0,She Let Herself Go,George Strait,54.0,54.0,9;
82754,2005-12-31,55.0,Everytime We Touch,Cascada,62.0,55.0,3;
82755,2005-12-31,56.0,Who You'd Be Today,Kenny Chesney,47.0,37.0,13;
82756,2005-12-31,57.0,Better Days,Goo Goo Dolls,59.0,36.0,13;
82757,2005-12-31,58.0,Boondocks,Little Big Town,56.0,56.0,10;
82758,2005-12-31,59.0,Good Ride Cowboy,Garth Brooks,61.0,59.0,11;
82759,2005-12-31,60.0,Soul Meets Body,Death Cab For Cutie,81.0,60.0,13;
82760,2005-12-31,61.0,Don't Bother,Shakira,52.0,42.0,7;
82761,2005-12-31,62.0,When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,72.0,62.0,5;
82762,2005-12-31,63.0,Hypnotize,System Of A Down,65.0,61.0,8;
82763,"2005-12-31,64,Nasty Girl,""The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm"",83,64,3;",,,,,,
82764,2005-12-31,65.0,Twisted Transistor,Korn,64.0,64.0,6;
82765,2005-12-31,66.0,Rompe,Daddy Yankee,70.0,66.0,5;
82766,2005-12-31,67.0,Touch It,Busta Rhymes,88.0,67.0,2;
82767,2005-12-31,68.0,Gotta Go,Trey Songz,67.0,67.0,5;
82768,2005-12-31,69.0,Miss Me Baby,Chris Cagle,71.0,67.0,9;
