,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
307087,1962-12-29,1.0,Telstar,The Tornadoes,1.0,1.0,9;
307088,1962-12-29,2.0,Limbo Rock,Chubby Checker,2.0,2.0,17;
307089,1962-12-29,3.0,Bobby's Girl,Marcie Blane,4.0,3.0,11;
307090,1962-12-29,4.0,Go Away Little Girl,Steve Lawrence,7.0,4.0,8;
307091,1962-12-29,5.0,Big Girls Don't Cry,The 4 Seasons,5.0,1.0,11;
307092,1962-12-29,6.0,Return To Sender,Elvis Presley With The Jordanaires,3.0,2.0,11;
307093,1962-12-29,7.0,You Are My Sunshine,Ray Charles,9.0,7.0,7;
307094,"1962-12-29,8,Release Me,""Esther Phillips """"Little Esther"""""",8,8,10;",,,,,,
307095,1962-12-29,9.0,Zip-A-Dee Doo-Dah,Bob B. Soxx And The Blue Jeans,16.0,9.0,7;
307096,1962-12-29,10.0,Hotel Happiness,Brook Benton,14.0,10.0,6;
307097,1962-12-29,11.0,Pepino The Italian Mouse,Lou Monte,23.0,11.0,4;
307098,1962-12-29,12.0,Keep Your Hands Off My Baby,Little Eva,12.0,12.0,9;
307099,1962-12-29,13.0,Dear Lonely Hearts,Nat King Cole,15.0,13.0,8;
307100,1962-12-29,14.0,Tell Him,The Exciters,22.0,14.0,5;
307101,1962-12-29,15.0,The Lonely Bull (El Solo Torro),Herb Alpert And Tijuana Brass,11.0,6.0,10;
307102,1962-12-29,16.0,Don't Hang Up,The Orlons,6.0,4.0,12;
307103,1962-12-29,17.0,Chains,The Cookies,20.0,17.0,8;
307104,1962-12-29,18.0,Love Came To Me,Dion,10.0,10.0,8;
307105,1962-12-29,19.0,Two Lovers,Mary Wells,25.0,19.0,5;
307106,1962-12-29,20.0,My Dad,Paul Petersen,27.0,20.0,7;
307107,1962-12-29,21.0,The Night Has A Thousand Eyes,Bobby Vee,35.0,21.0,4;
307108,1962-12-29,22.0,Ruby Ann,Marty Robbins,18.0,18.0,7;
307109,1962-12-29,23.0,Santa Claus Is Coming To Town,The 4 Seasons,34.0,23.0,3;
307110,1962-12-29,24.0,Wiggle Wobble,Les Cooper and the Soul Rockers,24.0,24.0,11;
307111,1962-12-29,25.0,Ride!,Dee Dee Sharp,13.0,5.0,11;
307112,1962-12-29,26.0,Rumors,Johnny Crawford,17.0,12.0,9;
307113,1962-12-29,27.0,Everybody Loves A Lover,The Shirelles,28.0,27.0,5;
307114,1962-12-29,28.0,The Little Drummer Boy,The Harry Simeone Chorale,33.0,13.0,28;
307115,1962-12-29,29.0,Up On The Roof,The Drifters,41.0,29.0,9;
307116,1962-12-29,30.0,It's Up To You,Rick Nelson,45.0,30.0,3;
307117,"1962-12-29,31,Monsters' Holiday,""Bobby """"Boris"""" Pickett And The Crypt-Kickers"",40,31,4;",,,,,,
307118,1962-12-29,32.0,Your Cheating Heart,Ray Charles,29.0,29.0,7;
307119,1962-12-29,33.0,(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,21.0,12.0,13;
307120,1962-12-29,34.0,Shutters And Boards,Jerry Wallace,38.0,34.0,7;
307121,1962-12-29,35.0,Let's Go (pony),The Routers,19.0,19.0,9;
307122,1962-12-29,36.0,Comin' Home Baby,Mel Torme,39.0,36.0,9;
307123,1962-12-29,37.0,Desafinado,Stan Getz/Charlie Byrd,32.0,15.0,14;
307124,1962-12-29,38.0,White Christmas,Bing Crosby,46.0,12.0,13;
307125,1962-12-29,39.0,I Saw Linda Yesterday,Dickey Lee,42.0,39.0,4;
307126,1962-12-29,40.0,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,47.0,39.0,15;
307127,1962-12-29,41.0,The Push And Kick,Mark Valentino,37.0,27.0,8;
307128,1962-12-29,42.0,Let's Kiss And Make Up,Bobby Vinton,43.0,42.0,5;
307129,1962-12-29,43.0,Half Heaven - Half Heartache,Gene Pitney,56.0,43.0,3;
307130,1962-12-29,44.0,See See Rider,LaVern Baker,48.0,44.0,5;
307131,1962-12-29,45.0,Santa Claus Is Watching You,Ray Stevens,55.0,45.0,3;
307132,1962-12-29,46.0,Don't Make Me Over,Dionne Warwick,50.0,46.0,4;
307133,1962-12-29,47.0,He's A Rebel,The Crystals,30.0,1.0,17;
307134,1962-12-29,48.0,Spanish Lace,Gene McDaniels,31.0,31.0,8;
307135,1962-12-29,49.0,Trouble Is My Middle Name,Bobby Vinton,62.0,49.0,4;
307136,1962-12-29,50.0,Ten Little Indians,The Beach Boys,53.0,50.0,5;
307137,1962-12-29,51.0,I'm Gonna' Be Warm This Winter,Connie Francis,65.0,51.0,3;
307138,1962-12-29,52.0,Some Kinda Fun,Chris Montez,60.0,52.0,4;
307139,1962-12-29,53.0,The Love Of A Boy,Timi Yuro,61.0,53.0,5;
307140,1962-12-29,54.0,You Threw A Lucky Punch,Gene Chandler,49.0,49.0,6;
307141,1962-12-29,55.0,Coney Island Baby,The Excellents,58.0,55.0,6;
307142,1962-12-29,56.0,Jingle Bell Rock,Bobby Helms,59.0,35.0,15;
307143,1962-12-29,57.0,All Alone Am I,Brenda Lee,26.0,3.0,14;
307144,1962-12-29,58.0,Remember Then,The Earls,75.0,58.0,3;
307145,1962-12-29,59.0,Rockin' Around The Christmas Tree,Brenda Lee,64.0,14.0,11;
307146,1962-12-29,60.0,That's Life (That's Tough),Gabriel And The Angels,51.0,51.0,8;
307147,1962-12-29,61.0,Loop De Loop,Johnny Thunder,80.0,61.0,2;
307148,1962-12-29,62.0,Rainbow At Midnight,Jimmie Rodgers,66.0,62.0,6;
307149,1962-12-29,63.0,I Left My Heart In San Francisco,Tony Bennett,57.0,19.0,21;
307150,1962-12-29,64.0,Me And My Shadow,Frank Sinatra & Sammy Davis Jr.,69.0,64.0,5;
307151,1962-12-29,65.0,The Christmas Song (Merry Christmas To You),Nat King Cole,67.0,65.0,5;
307152,1962-12-29,66.0,Don't Go Near The Eskimos,Ben Colder,70.0,62.0,6;
307153,1962-12-29,67.0,My Coloring Book,Kitty Kallen,89.0,67.0,2;
307154,1962-12-29,68.0,The Ballad Of Jed Clampett,Flatt & Scruggs,72.0,68.0,4;
307155,1962-12-29,69.0,You've Really Got A Hold On Me,The Miracles,76.0,69.0,4;
307156,1962-12-29,70.0,I May Not Live To See Tomorrow,Brian Hyland,71.0,70.0,6;
307157,1962-12-29,71.0,Shake Sherry,The Contours,84.0,71.0,2;
307158,1962-12-29,72.0,Strange I Know,The Marvelettes,74.0,72.0,5;
307159,1962-12-29,73.0,Lovesick Blues,Frank Ifield,82.0,73.0,2;
307160,1962-12-29,74.0,My Wife Can't Cook,Lonnie Russ,78.0,74.0,4;
307161,1962-12-29,75.0,Cast Your Fate To The Wind,Vince Guaraldi Trio,85.0,75.0,4;
307162,1962-12-29,76.0,You're Gonna Need Me,Barbara Lynn,77.0,76.0,3;
307163,1962-12-29,77.0,Rudolph The Red Nosed Reindeer,David Seville And The Chipmunks,81.0,21.0,8;
307164,1962-12-29,78.0,Gonna Raise A Rukus Tonight,Jimmy Dean,73.0,73.0,5;
307165,1962-12-29,79.0,The Cinnamon Cinder (It's A Very Nice Dance),The Pastel Six,,79.0,1;
