,date,rank,song,artist,last-week,peak-rank,weeks-on-board;
234091,1976-12-25,1.0,Tonight's The Night (Gonna Be Alright),Rod Stewart,1.0,1.0,13;
234092,"1976-12-25,2,You Don't Have To Be A Star (To Be In My Show),""Marilyn McCoo & Billy Davis, Jr."",3,2,16;",,,,,,
234093,1976-12-25,3.0,The Rubberband Man,The Spinners,2.0,2.0,16;
234094,1976-12-25,4.0,You Make Me Feel Like Dancing,Leo Sayer,5.0,4.0,10;
234095,1976-12-25,5.0,More Than A Feeling,Boston,6.0,5.0,15;
234096,1976-12-25,6.0,Sorry Seems To Be The Hardest Word,Elton John,7.0,6.0,7;
234097,1976-12-25,7.0,I Wish,Stevie Wonder,18.0,7.0,4;
234098,1976-12-25,8.0,Dazz,Brick,12.0,8.0,10;
234099,1976-12-25,9.0,Car Wash,Rose Royce,17.0,9.0,10;
234100,1976-12-25,10.0,After The Lovin',Engelbert Humperdinck,11.0,10.0,10;
234101,1976-12-25,11.0,Stand Tall,Burton Cummings,15.0,11.0,12;
234102,1976-12-25,12.0,Hot Line,The Sylvers,14.0,12.0,12;
234103,1976-12-25,13.0,I Never Cry,Alice Cooper,13.0,13.0,20;
234104,1976-12-25,14.0,Love Me,Yvonne Elliman,16.0,14.0,13;
234105,1976-12-25,15.0,Livin' Thing,Electric Light Orchestra,19.0,15.0,10;
234106,1976-12-25,16.0,Muskrat Love,Captain & Tennille,4.0,4.0,14;
234107,1976-12-25,17.0,Nadia's Theme (The Young And The Restless),Barry DeVorzon And Perry Botikin Jr.,8.0,8.0,18;
234108,1976-12-25,18.0,Nights Are Forever Without You,England Dan & John Ford Coley,10.0,10.0,12;
234109,1976-12-25,20.0,New Kid In Town,Eagles,48.0,20.0,2;
234110,1976-12-25,21.0,Enjoy Yourself,The Jacksons,31.0,21.0,7;
234111,1976-12-25,22.0,Lost Without Your Love,Bread,26.0,22.0,5;
234112,1976-12-25,23.0,You Are The Woman,Firefall,9.0,9.0,19;
234113,1976-12-25,24.0,Jeans On,David Dundas,28.0,24.0,12;
234114,1976-12-25,25.0,Shake Your Rump To The Funk,The Bar-Kays,29.0,25.0,11;
234115,"1976-12-25,26,Saturday Nite,""Earth, Wind & Fire"",30,26,6;",,,,,,
234116,1976-12-25,27.0,This Song,George Harrison,33.0,27.0,6;
234117,1976-12-25,28.0,Walk This Way,Aerosmith,38.0,28.0,6;
234118,1976-12-25,29.0,Torn Between Two Lovers,Mary Macgregor,42.0,29.0,6;
234119,1976-12-25,30.0,I Like Dreamin',Kenny Nolan,35.0,30.0,8;
234120,1976-12-25,31.0,Love So Right,Bee Gees,21.0,3.0,15;
234121,1976-12-25,32.0,Blinded By The Light,Manfred Mann's Earth Band,40.0,32.0,6;
234122,1976-12-25,33.0,Whispering/Cherchez La Femme/Se Si Bon,Dr. Buzzard's Original Savannah Band,36.0,33.0,8;
234123,1976-12-25,34.0,Love Ballad,L.T.D.,20.0,20.0,13;
234124,1976-12-25,35.0,Weekend In New England,Barry Manilow,50.0,35.0,5;
234125,1976-12-25,36.0,Mademoiselle,Styx,37.0,36.0,7;
234126,1976-12-25,37.0,Ain't Nothing Like The Real Thing,Donny & Marie Osmond,43.0,37.0,5;
234127,1976-12-25,38.0,Keep Me Cryin',Al Green,39.0,38.0,10;
234128,"1976-12-25,39,""Do What You Want, Be What You Are"",Daryl Hall John Oates,41,39,9;",,,,,,
234129,1976-12-25,40.0,Drivin' Wheel,Foghat,47.0,40.0,5;
234130,1976-12-25,41.0,Beth/Detroit Rock City,KISS,23.0,7.0,17;
234131,1976-12-25,42.0,What Can I Say,Boz Scaggs,46.0,42.0,6;
234132,1976-12-25,43.0,Free Bird,Lynyrd Skynyrd,54.0,19.0,16;
234133,1976-12-25,44.0,Flight '76,The Walter Murphy Band,44.0,44.0,7;
234134,1976-12-25,45.0,Hello Old Friend,Eric Clapton,24.0,24.0,11;
234135,1976-12-25,46.0,Someone To Lay Down Beside Me,Linda Ronstadt,56.0,46.0,4;
234136,1976-12-25,47.0,I Like To Do It,KC And The Sunshine Band,57.0,47.0,4;
234137,1976-12-25,48.0,Disco Duck (Part I),Rick Dees & His Cast Of Idiots,27.0,1.0,20;
234138,1976-12-25,49.0,It Keeps You Runnin',The Doobie Brothers,51.0,49.0,7;
234139,1976-12-25,50.0,Do It To My Mind,Johnny Bristol,52.0,50.0,5;
